,Paradigm,Gen,Num,Sent,Eval,Corr,Wrong,Dist,corr_word,corr_prob,wrong_word,wrong_prob,answer
0,P_NOUN_2_PASS_b,F,P,les gemmes sont aussi achetées . <eos>,4,achetées,achetés,2,achetées,-8.706808,achetés,-9.977952,1
1,P_NOUN_2_PASS_b,F,P,les gemmes sont aussi brisées . <eos>,4,brisées,brisés,2,brisées,-9.394361,brisés,-14.676998,1
2,P_NOUN_2_PASS_b,F,P,les gemmes sont aussi cachées . <eos>,4,cachées,cachés,2,cachées,-8.351237,cachés,-12.19881,1
3,P_NOUN_2_PASS_b,F,P,les gemmes sont aussi cassées . <eos>,4,cassées,cassés,2,cassées,-10.506858,cassés,-12.805806,1
4,P_NOUN_2_PASS_b,F,P,les gemmes sont aussi couvertes . <eos>,4,couvertes,couverts,2,couvertes,-7.868971,couverts,-11.290223,1
5,P_NOUN_2_PASS_b,F,P,les gemmes sont aussi déformées . <eos>,4,déformées,déformés,2,déformées,-8.0638,déformés,-13.830212,1
6,P_NOUN_2_PASS_b,F,P,les gemmes sont aussi fixées . <eos>,4,fixées,fixés,2,fixées,-7.8020196,fixés,-12.170614,1
7,P_NOUN_2_PASS_b,F,P,les gemmes sont aussi jetées . <eos>,4,jetées,jetés,2,jetées,-7.562276,jetés,-12.725072,1
8,P_NOUN_2_PASS_b,F,P,les gemmes sont aussi laissées . <eos>,4,laissées,laissés,2,laissées,-9.065058,laissés,-11.128143,1
9,P_NOUN_2_PASS_b,F,P,les gemmes sont aussi ouvertes . <eos>,4,ouvertes,ouverts,2,ouvertes,-8.864574,ouverts,-12.764793,1
10,P_NOUN_2_PASS_b,F,P,les gemmes sont aussi perdues . <eos>,4,perdues,perdus,2,perdues,-8.728178,perdus,-12.31757,1
11,P_NOUN_2_PASS_b,F,P,les gemmes sont aussi réparées . <eos>,4,réparées,réparés,2,réparées,-10.76619,réparés,-13.615482,1
12,P_NOUN_2_PASS_b,F,P,les gemmes sont aussi retirées . <eos>,4,retirées,retirés,2,retirées,-9.398746,retirés,-11.311439,1
13,P_NOUN_2_PASS_b,F,P,les gemmes sont aussi tombées . <eos>,4,tombées,tombés,2,tombées,-8.520128,tombés,-13.267151,1
14,P_NOUN_2_PASS_b,F,P,les gemmes sont aussi utilisées . <eos>,4,utilisées,utilisés,2,utilisées,-1.8576967,utilisés,-5.425007,1
15,P_NOUN_2_PASS_b,F,P,les chaises sont aussi achetées . <eos>,4,achetées,achetés,2,achetées,-8.899145,achetés,-11.181216,1
16,P_NOUN_2_PASS_b,F,P,les chaises sont aussi brisées . <eos>,4,brisées,brisés,2,brisées,-8.698903,brisés,-13.720612,1
17,P_NOUN_2_PASS_b,F,P,les chaises sont aussi cachées . <eos>,4,cachées,cachés,2,cachées,-7.904111,cachés,-13.885073,1
18,P_NOUN_2_PASS_b,F,P,les chaises sont aussi cassées . <eos>,4,cassées,cassés,2,cassées,-9.144808,cassés,-12.2208185,1
19,P_NOUN_2_PASS_b,F,P,les chaises sont aussi couvertes . <eos>,4,couvertes,couverts,2,couvertes,-5.020664,couverts,-8.633027,1
20,P_NOUN_2_PASS_b,F,P,les chaises sont aussi déformées . <eos>,4,déformées,déformés,2,déformées,-8.087286,déformés,-13.142784,1
21,P_NOUN_2_PASS_b,F,P,les chaises sont aussi fixées . <eos>,4,fixées,fixés,2,fixées,-7.1112776,fixés,-11.976712,1
22,P_NOUN_2_PASS_b,F,P,les chaises sont aussi jetées . <eos>,4,jetées,jetés,2,jetées,-7.9617815,jetés,-12.622462,1
23,P_NOUN_2_PASS_b,F,P,les chaises sont aussi laissées . <eos>,4,laissées,laissés,2,laissées,-8.34496,laissés,-11.216862,1
24,P_NOUN_2_PASS_b,F,P,les chaises sont aussi ouvertes . <eos>,4,ouvertes,ouverts,2,ouvertes,-5.78734,ouverts,-10.211209,1
25,P_NOUN_2_PASS_b,F,P,les chaises sont aussi perdues . <eos>,4,perdues,perdus,2,perdues,-9.291292,perdus,-12.633873,1
26,P_NOUN_2_PASS_b,F,P,les chaises sont aussi réparées . <eos>,4,réparées,réparés,2,réparées,-8.809059,réparés,-13.546317,1
27,P_NOUN_2_PASS_b,F,P,les chaises sont aussi retirées . <eos>,4,retirées,retirés,2,retirées,-8.960789,retirés,-11.914148,1
28,P_NOUN_2_PASS_b,F,P,les chaises sont aussi tombées . <eos>,4,tombées,tombés,2,tombées,-9.282639,tombés,-13.6532755,1
29,P_NOUN_2_PASS_b,F,P,les chaises sont aussi utilisées . <eos>,4,utilisées,utilisés,2,utilisées,-2.6508403,utilisés,-6.212466,1
30,P_NOUN_2_PASS_b,F,P,les poubelles sont aussi achetées . <eos>,4,achetées,achetés,2,achetées,-7.6450663,achetés,-10.694787,1
31,P_NOUN_2_PASS_b,F,P,les poubelles sont aussi brisées . <eos>,4,brisées,brisés,2,brisées,-8.695762,brisés,-13.887077,1
