,Paradigm,Gen,Num,Sent,Eval,Corr,Wrong,Dist,Attr_Gen,corr_word,corr_prob,wrong_word,wrong_prob,answer
0,P_NOUN_9_PASS_b,F,P,les gemmes avec les bracelets qui étaient là depuis hier ne sont pas très achetées <eos>,14,achetées,achetés,12,M,achetées,-13.713968,achetés,-11.704418,0
1,P_NOUN_9_PASS_b,F,P,les gemmes avec les bracelets qui étaient là depuis hier ne sont pas très brisées <eos>,14,brisées,brisés,12,M,brisées,-12.460669,brisés,-15.377958,1
2,P_NOUN_9_PASS_b,F,P,les gemmes avec les bracelets qui étaient là depuis hier ne sont pas très cachées <eos>,14,cachées,cachés,12,M,cachées,-10.055046,cachés,-10.310442,1
3,P_NOUN_9_PASS_b,F,P,les gemmes avec les bracelets qui étaient là depuis hier ne sont pas très cassées <eos>,14,cassées,cassés,12,M,cassées,-12.138485,cassés,-12.6448,1
4,P_NOUN_9_PASS_b,F,P,les gemmes avec les bracelets qui étaient là depuis hier ne sont pas très couvertes <eos>,14,couvertes,couverts,12,M,couvertes,-11.546119,couverts,-12.166229,1
5,P_NOUN_9_PASS_b,F,P,les gemmes avec les bracelets qui étaient là depuis hier ne sont pas très déformées <eos>,14,déformées,déformés,12,M,déformées,-7.685323,déformés,-10.275967,1
6,P_NOUN_9_PASS_b,F,P,les gemmes avec les bracelets qui étaient là depuis hier ne sont pas très fixées <eos>,14,fixées,fixés,12,M,fixées,-9.615592,fixés,-11.44347,1
7,P_NOUN_9_PASS_b,F,P,les gemmes avec les bracelets qui étaient là depuis hier ne sont pas très jetées <eos>,14,jetées,jetés,12,M,jetées,-10.383973,jetés,-12.98648,1
8,P_NOUN_9_PASS_b,F,P,les gemmes avec les bracelets qui étaient là depuis hier ne sont pas très laissées <eos>,14,laissées,laissés,12,M,laissées,-12.852801,laissés,-13.584685,1
9,P_NOUN_9_PASS_b,F,P,les gemmes avec les bracelets qui étaient là depuis hier ne sont pas très ouvertes <eos>,14,ouvertes,ouverts,12,M,ouvertes,-7.771957,ouverts,-10.178675,1
10,P_NOUN_9_PASS_b,F,P,les gemmes avec les bracelets qui étaient là depuis hier ne sont pas très perdues <eos>,14,perdues,perdus,12,M,perdues,-11.186474,perdus,-13.194332,1
11,P_NOUN_9_PASS_b,F,P,les gemmes avec les bracelets qui étaient là depuis hier ne sont pas très réparées <eos>,14,réparées,réparés,12,M,réparées,-10.976628,réparés,-14.370513,1
12,P_NOUN_9_PASS_b,F,P,les gemmes avec les bracelets qui étaient là depuis hier ne sont pas très retirées <eos>,14,retirées,retirés,12,M,retirées,-11.582462,retirés,-12.538504,1
13,P_NOUN_9_PASS_b,F,P,les gemmes avec les bracelets qui étaient là depuis hier ne sont pas très tombées <eos>,14,tombées,tombés,12,M,tombées,-11.744015,tombés,-13.628712,1
14,P_NOUN_9_PASS_b,F,P,les gemmes avec les bracelets qui étaient là depuis hier ne sont pas très utilisées <eos>,14,utilisées,utilisés,12,M,utilisées,-3.2431176,utilisés,-4.846472,1
15,P_NOUN_9_PASS_b,F,P,les gemmes avec les miroirs qui étaient là depuis hier ne sont pas très achetées <eos>,14,achetées,achetés,12,M,achetées,-14.616966,achetés,-13.688341,0
16,P_NOUN_9_PASS_b,F,P,les gemmes avec les miroirs qui étaient là depuis hier ne sont pas très brisées <eos>,14,brisées,brisés,12,M,brisées,-12.903721,brisés,-15.402782,1
17,P_NOUN_9_PASS_b,F,P,les gemmes avec les miroirs qui étaient là depuis hier ne sont pas très cachées <eos>,14,cachées,cachés,12,M,cachées,-9.94195,cachés,-11.051714,1
18,P_NOUN_9_PASS_b,F,P,les gemmes avec les miroirs qui étaient là depuis hier ne sont pas très cassées <eos>,14,cassées,cassés,12,M,cassées,-12.619801,cassés,-13.404973,1
19,P_NOUN_9_PASS_b,F,P,les gemmes avec les miroirs qui étaient là depuis hier ne sont pas très couvertes <eos>,14,couvertes,couverts,12,M,couvertes,-10.925811,couverts,-12.360244,1
