,Paradigm,Gen,Num,Sent,Eval,Corr,Wrong,Dist,Attr_Gen,corr_word,corr_prob,wrong_word,wrong_prob,answer
0,S_NOUN_8_PASS_a,F,S,la gemme avec la chaise que j' aime beaucoup est plus ou moins achetée <eos>,13,achetée,acheté,11,F,achetée,-9.348167,acheté,-12.441164,1
1,S_NOUN_8_PASS_a,F,S,la gemme avec la chaise que j' aime beaucoup est plus ou moins brisée <eos>,13,brisée,brisé,11,F,brisée,-6.3389635,brisé,-12.105405,1
2,S_NOUN_8_PASS_a,F,S,la gemme avec la chaise que j' aime beaucoup est plus ou moins cachée <eos>,13,cachée,caché,11,F,cachée,-8.174954,caché,-11.371446,1
3,S_NOUN_8_PASS_a,F,S,la gemme avec la chaise que j' aime beaucoup est plus ou moins cassée <eos>,13,cassée,cassé,11,F,cassée,-6.8543262,cassé,-11.329745,1
4,S_NOUN_8_PASS_a,F,S,la gemme avec la chaise que j' aime beaucoup est plus ou moins couverte <eos>,13,couverte,couvert,11,F,couverte,-6.597416,couvert,-11.426158,1
5,S_NOUN_8_PASS_a,F,S,la gemme avec la chaise que j' aime beaucoup est plus ou moins déformée <eos>,13,déformée,déformé,11,F,déformée,-5.781646,déformé,-10.427041,1
6,S_NOUN_8_PASS_a,F,S,la gemme avec la chaise que j' aime beaucoup est plus ou moins fixée <eos>,13,fixée,fixé,11,F,fixée,-8.337779,fixé,-10.974099,1
7,S_NOUN_8_PASS_a,F,S,la gemme avec la chaise que j' aime beaucoup est plus ou moins jetée <eos>,13,jetée,jeté,11,F,jetée,-6.8801985,jeté,-11.472022,1
8,S_NOUN_8_PASS_a,F,S,la gemme avec la chaise que j' aime beaucoup est plus ou moins laissée <eos>,13,laissée,laissé,11,F,laissée,-6.9483247,laissé,-11.127621,1
9,S_NOUN_8_PASS_a,F,S,la gemme avec la chaise que j' aime beaucoup est plus ou moins ouverte <eos>,13,ouverte,ouvert,11,F,ouverte,-4.2214823,ouvert,-9.510288,1
10,S_NOUN_8_PASS_a,F,S,la gemme avec la chaise que j' aime beaucoup est plus ou moins perdue <eos>,13,perdue,perdu,11,F,perdue,-6.536983,perdu,-10.136383,1
11,S_NOUN_8_PASS_a,F,S,la gemme avec la chaise que j' aime beaucoup est plus ou moins réparée <eos>,13,réparée,réparé,11,F,réparée,-9.33563,réparé,-12.961397,1
12,S_NOUN_8_PASS_a,F,S,la gemme avec la chaise que j' aime beaucoup est plus ou moins retirée <eos>,13,retirée,retiré,11,F,retirée,-5.937706,retiré,-10.821865,1
13,S_NOUN_8_PASS_a,F,S,la gemme avec la chaise que j' aime beaucoup est plus ou moins tombée <eos>,13,tombée,tombé,11,F,tombée,-9.286969,tombé,-11.965078,1
14,S_NOUN_8_PASS_a,F,S,la gemme avec la chaise que j' aime beaucoup est plus ou moins utilisée <eos>,13,utilisée,utilisé,11,F,utilisée,-4.3742204,utilisé,-8.171399,1
15,S_NOUN_8_PASS_a,F,S,la gemme avec la poubelle que j' aime beaucoup est plus ou moins achetée <eos>,13,achetée,acheté,11,F,achetée,-9.52176,acheté,-12.336183,1
16,S_NOUN_8_PASS_a,F,S,la gemme avec la poubelle que j' aime beaucoup est plus ou moins brisée <eos>,13,brisée,brisé,11,F,brisée,-6.385569,brisé,-12.173618,1
17,S_NOUN_8_PASS_a,F,S,la gemme avec la poubelle que j' aime beaucoup est plus ou moins cachée <eos>,13,cachée,caché,11,F,cachée,-7.7130184,caché,-10.904241,1
18,S_NOUN_8_PASS_a,F,S,la gemme avec la poubelle que j' aime beaucoup est plus ou moins cassée <eos>,13,cassée,cassé,11,F,cassée,-7.0749326,cassé,-11.369492,1
19,S_NOUN_8_PASS_a,F,S,la gemme avec la poubelle que j' aime beaucoup est plus ou moins couverte <eos>,13,couverte,couvert,11,F,couverte,-6.7848773,couvert,-11.248321,1
20,S_NOUN_8_PASS_a,F,S,la gemme avec la poubelle que j' aime beaucoup est plus ou moins déformée <eos>,13,déformée,déformé,11,F,déformée,-5.8903136,déformé,-10.522936,1
21,S_NOUN_8_PASS_a,F,S,la gemme avec la poubelle que j' aime beaucoup est plus ou moins fixée <eos>,13,fixée,fixé,11,F,fixée,-8.609823,fixé,-10.9755125,1
22,S_NOUN_8_PASS_a,F,S,la gemme avec la poubelle que j' aime beaucoup est plus ou moins jetée <eos>,13,jetée,jeté,11,F,jetée,-6.9706964,jeté,-11.446759,1
23,S_NOUN_8_PASS_a,F,S,la gemme avec la poubelle que j' aime beaucoup est plus ou moins laissée <eos>,13,laissée,laissé,11,F,laissée,-6.7822466,laissé,-10.960133,1
24,S_NOUN_8_PASS_a,F,S,la gemme avec la poubelle que j' aime beaucoup est plus ou moins ouverte <eos>,13,ouverte,ouvert,11,F,ouverte,-4.46675,ouvert,-9.610648,1
25,S_NOUN_8_PASS_a,F,S,la gemme avec la poubelle que j' aime beaucoup est plus ou moins perdue <eos>,13,perdue,perdu,11,F,perdue,-6.5555377,perdu,-10.041212,1
26,S_NOUN_8_PASS_a,F,S,la gemme avec la poubelle que j' aime beaucoup est plus ou moins réparée <eos>,13,réparée,réparé,11,F,réparée,-9.217213,réparé,-12.36405,1
27,S_NOUN_8_PASS_a,F,S,la gemme avec la poubelle que j' aime beaucoup est plus ou moins retirée <eos>,13,retirée,retiré,11,F,retirée,-6.2264643,retiré,-10.995577,1
28,S_NOUN_8_PASS_a,F,S,la gemme avec la poubelle que j' aime beaucoup est plus ou moins tombée <eos>,13,tombée,tombé,11,F,tombée,-8.690278,tombé,-12.125309,1
29,S_NOUN_8_PASS_a,F,S,la gemme avec la poubelle que j' aime beaucoup est plus ou moins utilisée <eos>,13,utilisée,utilisé,11,F,utilisée,-4.722895,utilisé,-8.324425,1
30,S_NOUN_8_PASS_a,F,S,la gemme avec la chemise que j' aime beaucoup est plus ou moins achetée <eos>,13,achetée,acheté,11,F,achetée,-9.847431,acheté,-13.060665,1
31,S_NOUN_8_PASS_a,F,S,la gemme avec la chemise que j' aime beaucoup est plus ou moins brisée <eos>,13,brisée,brisé,11,F,brisée,-6.962961,brisé,-12.462602,1
32,S_NOUN_8_PASS_a,F,S,la gemme avec la chemise que j' aime beaucoup est plus ou moins cachée <eos>,13,cachée,caché,11,F,cachée,-8.533801,caché,-11.593426,1
33,S_NOUN_8_PASS_a,F,S,la gemme avec la chemise que j' aime beaucoup est plus ou moins cassée <eos>,13,cassée,cassé,11,F,cassée,-7.7653894,cassé,-11.542235,1
34,S_NOUN_8_PASS_a,F,S,la gemme avec la chemise que j' aime beaucoup est plus ou moins couverte <eos>,13,couverte,couvert,11,F,couverte,-6.651677,couvert,-11.000372,1
35,S_NOUN_8_PASS_a,F,S,la gemme avec la chemise que j' aime beaucoup est plus ou moins déformée <eos>,13,déformée,déformé,11,F,déformée,-6.221096,déformé,-10.879004,1
36,S_NOUN_8_PASS_a,F,S,la gemme avec la chemise que j' aime beaucoup est plus ou moins fixée <eos>,13,fixée,fixé,11,F,fixée,-8.74122,fixé,-11.167739,1
37,S_NOUN_8_PASS_a,F,S,la gemme avec la chemise que j' aime beaucoup est plus ou moins jetée <eos>,13,jetée,jeté,11,F,jetée,-7.2841787,jeté,-11.43064,1
38,S_NOUN_8_PASS_a,F,S,la gemme avec la chemise que j' aime beaucoup est plus ou moins laissée <eos>,13,laissée,laissé,11,F,laissée,-7.0677433,laissé,-11.241368,1
39,S_NOUN_8_PASS_a,F,S,la gemme avec la chemise que j' aime beaucoup est plus ou moins ouverte <eos>,13,ouverte,ouvert,11,F,ouverte,-4.582662,ouvert,-9.877728,1
40,S_NOUN_8_PASS_a,F,S,la gemme avec la chemise que j' aime beaucoup est plus ou moins perdue <eos>,13,perdue,perdu,11,F,perdue,-7.4637456,perdu,-10.632581,1
41,S_NOUN_8_PASS_a,F,S,la gemme avec la chemise que j' aime beaucoup est plus ou moins réparée <eos>,13,réparée,réparé,11,F,réparée,-10.364072,réparé,-13.279557,1
42,S_NOUN_8_PASS_a,F,S,la gemme avec la chemise que j' aime beaucoup est plus ou moins retirée <eos>,13,retirée,retiré,11,F,retirée,-6.273638,retiré,-10.999041,1
43,S_NOUN_8_PASS_a,F,S,la gemme avec la chemise que j' aime beaucoup est plus ou moins tombée <eos>,13,tombée,tombé,11,F,tombée,-8.941326,tombé,-11.784999,1
44,S_NOUN_8_PASS_a,F,S,la gemme avec la chemise que j' aime beaucoup est plus ou moins utilisée <eos>,13,utilisée,utilisé,11,F,utilisée,-4.665452,utilisé,-8.386981,1
45,S_NOUN_8_PASS_a,F,S,la gemme avec la recette que j' aime beaucoup est plus ou moins achetée <eos>,13,achetée,acheté,11,F,achetée,-9.591028,acheté,-12.741456,1
