,Paradigm,Gen,Num,Sent,Eval,Corr,Wrong,Dist,Attr_Gen,corr_word,corr_prob,wrong_word,wrong_prob,answer
0,S_NOUN_8_PASS_a,F,S,la gemme avec le bracelet que j' aime beaucoup est plus ou moins achetée <eos>,13,achetée,acheté,11,M,achetée,-12.978462,acheté,-10.427145,0
1,S_NOUN_8_PASS_a,F,S,la gemme avec le bracelet que j' aime beaucoup est plus ou moins brisée <eos>,13,brisée,brisé,11,M,brisée,-6.929215,brisé,-10.890942,1
2,S_NOUN_8_PASS_a,F,S,la gemme avec le bracelet que j' aime beaucoup est plus ou moins cachée <eos>,13,cachée,caché,11,M,cachée,-6.583231,caché,-6.8949766,1
3,S_NOUN_8_PASS_a,F,S,la gemme avec le bracelet que j' aime beaucoup est plus ou moins cassée <eos>,13,cassée,cassé,11,M,cassée,-7.917957,cassé,-10.559485,1
4,S_NOUN_8_PASS_a,F,S,la gemme avec le bracelet que j' aime beaucoup est plus ou moins couverte <eos>,13,couverte,couvert,11,M,couverte,-6.467478,couvert,-8.615005,1
5,S_NOUN_8_PASS_a,F,S,la gemme avec le bracelet que j' aime beaucoup est plus ou moins déformée <eos>,13,déformée,déformé,11,M,déformée,-6.164028,déformé,-8.335982,1
6,S_NOUN_8_PASS_a,F,S,la gemme avec le bracelet que j' aime beaucoup est plus ou moins fixée <eos>,13,fixée,fixé,11,M,fixée,-8.908302,fixé,-9.659859,1
7,S_NOUN_8_PASS_a,F,S,la gemme avec le bracelet que j' aime beaucoup est plus ou moins jetée <eos>,13,jetée,jeté,11,M,jetée,-6.4833183,jeté,-11.187806,1
8,S_NOUN_8_PASS_a,F,S,la gemme avec le bracelet que j' aime beaucoup est plus ou moins laissée <eos>,13,laissée,laissé,11,M,laissée,-8.019128,laissé,-9.983309,1
9,S_NOUN_8_PASS_a,F,S,la gemme avec le bracelet que j' aime beaucoup est plus ou moins ouverte <eos>,13,ouverte,ouvert,11,M,ouverte,-6.5619965,ouvert,-8.348684,1
10,S_NOUN_8_PASS_a,F,S,la gemme avec le bracelet que j' aime beaucoup est plus ou moins perdue <eos>,13,perdue,perdu,11,M,perdue,-7.6865354,perdu,-9.550493,1
11,S_NOUN_8_PASS_a,F,S,la gemme avec le bracelet que j' aime beaucoup est plus ou moins réparée <eos>,13,réparée,réparé,11,M,réparée,-10.215456,réparé,-13.308964,1
12,S_NOUN_8_PASS_a,F,S,la gemme avec le bracelet que j' aime beaucoup est plus ou moins retirée <eos>,13,retirée,retiré,11,M,retirée,-7.9916453,retiré,-10.892489,1
13,S_NOUN_8_PASS_a,F,S,la gemme avec le bracelet que j' aime beaucoup est plus ou moins tombée <eos>,13,tombée,tombé,11,M,tombée,-10.431751,tombé,-10.024591,0
14,S_NOUN_8_PASS_a,F,S,la gemme avec le bracelet que j' aime beaucoup est plus ou moins utilisée <eos>,13,utilisée,utilisé,11,M,utilisée,-5.1514893,utilisé,-6.8597727,1
15,S_NOUN_8_PASS_a,F,S,la gemme avec le miroir que j' aime beaucoup est plus ou moins achetée <eos>,13,achetée,acheté,11,M,achetée,-9.661068,acheté,-12.930241,1
16,S_NOUN_8_PASS_a,F,S,la gemme avec le miroir que j' aime beaucoup est plus ou moins brisée <eos>,13,brisée,brisé,11,M,brisée,-6.946227,brisé,-10.453176,1
17,S_NOUN_8_PASS_a,F,S,la gemme avec le miroir que j' aime beaucoup est plus ou moins cachée <eos>,13,cachée,caché,11,M,cachée,-6.957406,caché,-7.0948715,1
18,S_NOUN_8_PASS_a,F,S,la gemme avec le miroir que j' aime beaucoup est plus ou moins cassée <eos>,13,cassée,cassé,11,M,cassée,-8.782048,cassé,-10.790637,1
19,S_NOUN_8_PASS_a,F,S,la gemme avec le miroir que j' aime beaucoup est plus ou moins couverte <eos>,13,couverte,couvert,11,M,couverte,-6.7396917,couvert,-8.828858,1
20,S_NOUN_8_PASS_a,F,S,la gemme avec le miroir que j' aime beaucoup est plus ou moins déformée <eos>,13,déformée,déformé,11,M,déformée,-5.9538517,déformé,-8.191958,1
21,S_NOUN_8_PASS_a,F,S,la gemme avec le miroir que j' aime beaucoup est plus ou moins fixée <eos>,13,fixée,fixé,11,M,fixée,-8.977526,fixé,-10.04539,1
22,S_NOUN_8_PASS_a,F,S,la gemme avec le miroir que j' aime beaucoup est plus ou moins jetée <eos>,13,jetée,jeté,11,M,jetée,-7.492093,jeté,-12.166854,1
23,S_NOUN_8_PASS_a,F,S,la gemme avec le miroir que j' aime beaucoup est plus ou moins laissée <eos>,13,laissée,laissé,11,M,laissée,-8.3960285,laissé,-10.687309,1
24,S_NOUN_8_PASS_a,F,S,la gemme avec le miroir que j' aime beaucoup est plus ou moins ouverte <eos>,13,ouverte,ouvert,11,M,ouverte,-6.5887628,ouvert,-8.447112,1
25,S_NOUN_8_PASS_a,F,S,la gemme avec le miroir que j' aime beaucoup est plus ou moins perdue <eos>,13,perdue,perdu,11,M,perdue,-8.442696,perdu,-9.769683,1
26,S_NOUN_8_PASS_a,F,S,la gemme avec le miroir que j' aime beaucoup est plus ou moins réparée <eos>,13,réparée,réparé,11,M,réparée,-11.459362,réparé,-14.28154,1
27,S_NOUN_8_PASS_a,F,S,la gemme avec le miroir que j' aime beaucoup est plus ou moins retirée <eos>,13,retirée,retiré,11,M,retirée,-8.580293,retiré,-11.623019,1
28,S_NOUN_8_PASS_a,F,S,la gemme avec le miroir que j' aime beaucoup est plus ou moins tombée <eos>,13,tombée,tombé,11,M,tombée,-10.950889,tombé,-10.625191,0
29,S_NOUN_8_PASS_a,F,S,la gemme avec le miroir que j' aime beaucoup est plus ou moins utilisée <eos>,13,utilisée,utilisé,11,M,utilisée,-6.154614,utilisé,-7.9304566,1
30,S_NOUN_8_PASS_a,F,S,la gemme avec le crayon que j' aime beaucoup est plus ou moins achetée <eos>,13,achetée,acheté,11,M,achetée,-9.072871,acheté,-12.753408,1
31,S_NOUN_8_PASS_a,F,S,la gemme avec le crayon que j' aime beaucoup est plus ou moins brisée <eos>,13,brisée,brisé,11,M,brisée,-7.2883644,brisé,-11.5066,1
32,S_NOUN_8_PASS_a,F,S,la gemme avec le crayon que j' aime beaucoup est plus ou moins cachée <eos>,13,cachée,caché,11,M,cachée,-7.278082,caché,-7.7333784,1
33,S_NOUN_8_PASS_a,F,S,la gemme avec le crayon que j' aime beaucoup est plus ou moins cassée <eos>,13,cassée,cassé,11,M,cassée,-8.922539,cassé,-10.911131,1
34,S_NOUN_8_PASS_a,F,S,la gemme avec le crayon que j' aime beaucoup est plus ou moins couverte <eos>,13,couverte,couvert,11,M,couverte,-7.19961,couvert,-9.15168,1
35,S_NOUN_8_PASS_a,F,S,la gemme avec le crayon que j' aime beaucoup est plus ou moins déformée <eos>,13,déformée,déformé,11,M,déformée,-6.1887913,déformé,-8.65719,1
36,S_NOUN_8_PASS_a,F,S,la gemme avec le crayon que j' aime beaucoup est plus ou moins fixée <eos>,13,fixée,fixé,11,M,fixée,-9.667913,fixé,-10.378211,1
37,S_NOUN_8_PASS_a,F,S,la gemme avec le crayon que j' aime beaucoup est plus ou moins jetée <eos>,13,jetée,jeté,11,M,jetée,-7.9759607,jeté,-12.649099,1
38,S_NOUN_8_PASS_a,F,S,la gemme avec le crayon que j' aime beaucoup est plus ou moins laissée <eos>,13,laissée,laissé,11,M,laissée,-8.774805,laissé,-10.577522,1
39,S_NOUN_8_PASS_a,F,S,la gemme avec le crayon que j' aime beaucoup est plus ou moins ouverte <eos>,13,ouverte,ouvert,11,M,ouverte,-6.369831,ouvert,-8.535011,1
40,S_NOUN_8_PASS_a,F,S,la gemme avec le crayon que j' aime beaucoup est plus ou moins perdue <eos>,13,perdue,perdu,11,M,perdue,-8.314494,perdu,-9.905115,1
41,S_NOUN_8_PASS_a,F,S,la gemme avec le crayon que j' aime beaucoup est plus ou moins réparée <eos>,13,réparée,réparé,11,M,réparée,-11.128569,réparé,-13.915003,1
42,S_NOUN_8_PASS_a,F,S,la gemme avec le crayon que j' aime beaucoup est plus ou moins retirée <eos>,13,retirée,retiré,11,M,retirée,-8.702636,retiré,-12.274708,1
43,S_NOUN_8_PASS_a,F,S,la gemme avec le crayon que j' aime beaucoup est plus ou moins tombée <eos>,13,tombée,tombé,11,M,tombée,-10.969683,tombé,-10.384054,0
44,S_NOUN_8_PASS_a,F,S,la gemme avec le crayon que j' aime beaucoup est plus ou moins utilisée <eos>,13,utilisée,utilisé,11,M,utilisée,-6.0383267,utilisé,-7.594235,1
45,S_NOUN_8_PASS_a,F,S,la gemme avec le rideau que j' aime beaucoup est plus ou moins achetée <eos>,13,achetée,acheté,11,M,achetée,-9.249345,acheté,-12.938626,1
46,S_NOUN_8_PASS_a,F,S,la gemme avec le rideau que j' aime beaucoup est plus ou moins brisée <eos>,13,brisée,brisé,11,M,brisée,-7.093167,brisé,-10.45221,1
47,S_NOUN_8_PASS_a,F,S,la gemme avec le rideau que j' aime beaucoup est plus ou moins cachée <eos>,13,cachée,caché,11,M,cachée,-6.864314,caché,-7.6921206,1
48,S_NOUN_8_PASS_a,F,S,la gemme avec le rideau que j' aime beaucoup est plus ou moins cassée <eos>,13,cassée,cassé,11,M,cassée,-8.4962,cassé,-10.698325,1
49,S_NOUN_8_PASS_a,F,S,la gemme avec le rideau que j' aime beaucoup est plus ou moins couverte <eos>,13,couverte,couvert,11,M,couverte,-6.9173007,couvert,-9.033361,1
50,S_NOUN_8_PASS_a,F,S,la gemme avec le rideau que j' aime beaucoup est plus ou moins déformée <eos>,13,déformée,déformé,11,M,déformée,-6.2018547,déformé,-8.761378,1
51,S_NOUN_8_PASS_a,F,S,la gemme avec le rideau que j' aime beaucoup est plus ou moins fixée <eos>,13,fixée,fixé,11,M,fixée,-9.182318,fixé,-10.432811,1
52,S_NOUN_8_PASS_a,F,S,la gemme avec le rideau que j' aime beaucoup est plus ou moins jetée <eos>,13,jetée,jeté,11,M,jetée,-6.701602,jeté,-12.273412,1
53,S_NOUN_8_PASS_a,F,S,la gemme avec le rideau que j' aime beaucoup est plus ou moins laissée <eos>,13,laissée,laissé,11,M,laissée,-8.174083,laissé,-10.370899,1
54,S_NOUN_8_PASS_a,F,S,la gemme avec le rideau que j' aime beaucoup est plus ou moins ouverte <eos>,13,ouverte,ouvert,11,M,ouverte,-6.3915787,ouvert,-8.477724,1
55,S_NOUN_8_PASS_a,F,S,la gemme avec le rideau que j' aime beaucoup est plus ou moins perdue <eos>,13,perdue,perdu,11,M,perdue,-7.9973817,perdu,-9.630262,1
56,S_NOUN_8_PASS_a,F,S,la gemme avec le rideau que j' aime beaucoup est plus ou moins réparée <eos>,13,réparée,réparé,11,M,réparée,-10.87292,réparé,-13.806811,1
57,S_NOUN_8_PASS_a,F,S,la gemme avec le rideau que j' aime beaucoup est plus ou moins retirée <eos>,13,retirée,retiré,11,M,retirée,-8.241259,retiré,-11.566423,1
58,S_NOUN_8_PASS_a,F,S,la gemme avec le rideau que j' aime beaucoup est plus ou moins tombée <eos>,13,tombée,tombé,11,M,tombée,-10.145508,tombé,-9.982481,0
59,S_NOUN_8_PASS_a,F,S,la gemme avec le rideau que j' aime beaucoup est plus ou moins utilisée <eos>,13,utilisée,utilisé,11,M,utilisée,-5.8933144,utilisé,-7.7880554,1
60,S_NOUN_8_PASS_a,F,S,la gemme avec le cahier que j' aime beaucoup est plus ou moins achetée <eos>,13,achetée,acheté,11,M,achetée,-9.388387,acheté,-12.136015,1
61,S_NOUN_8_PASS_a,F,S,la gemme avec le cahier que j' aime beaucoup est plus ou moins brisée <eos>,13,brisée,brisé,11,M,brisée,-7.7906556,brisé,-10.6070175,1
62,S_NOUN_8_PASS_a,F,S,la gemme avec le cahier que j' aime beaucoup est plus ou moins cachée <eos>,13,cachée,caché,11,M,cachée,-7.4451656,caché,-7.654545,1
63,S_NOUN_8_PASS_a,F,S,la gemme avec le cahier que j' aime beaucoup est plus ou moins cassée <eos>,13,cassée,cassé,11,M,cassée,-9.064414,cassé,-10.38378,1
64,S_NOUN_8_PASS_a,F,S,la gemme avec le cahier que j' aime beaucoup est plus ou moins couverte <eos>,13,couverte,couvert,11,M,couverte,-7.056553,couvert,-8.67303,1
65,S_NOUN_8_PASS_a,F,S,la gemme avec le cahier que j' aime beaucoup est plus ou moins déformée <eos>,13,déformée,déformé,11,M,déformée,-6.734821,déformé,-8.6068325,1
66,S_NOUN_8_PASS_a,F,S,la gemme avec le cahier que j' aime beaucoup est plus ou moins fixée <eos>,13,fixée,fixé,11,M,fixée,-9.475161,fixé,-9.873094,1
67,S_NOUN_8_PASS_a,F,S,la gemme avec le cahier que j' aime beaucoup est plus ou moins jetée <eos>,13,jetée,jeté,11,M,jetée,-7.427397,jeté,-11.840751,1
68,S_NOUN_8_PASS_a,F,S,la gemme avec le cahier que j' aime beaucoup est plus ou moins laissée <eos>,13,laissée,laissé,11,M,laissée,-8.66954,laissé,-10.19366,1
69,S_NOUN_8_PASS_a,F,S,la gemme avec le cahier que j' aime beaucoup est plus ou moins ouverte <eos>,13,ouverte,ouvert,11,M,ouverte,-6.5978217,ouvert,-7.887413,1
70,S_NOUN_8_PASS_a,F,S,la gemme avec le cahier que j' aime beaucoup est plus ou moins perdue <eos>,13,perdue,perdu,11,M,perdue,-8.880252,perdu,-9.692282,1
71,S_NOUN_8_PASS_a,F,S,la gemme avec le cahier que j' aime beaucoup est plus ou moins réparée <eos>,13,réparée,réparé,11,M,réparée,-10.958779,réparé,-13.427365,1
72,S_NOUN_8_PASS_a,F,S,la gemme avec le cahier que j' aime beaucoup est plus ou moins retirée <eos>,13,retirée,retiré,11,M,retirée,-8.394784,retiré,-11.10034,1
73,S_NOUN_8_PASS_a,F,S,la gemme avec le cahier que j' aime beaucoup est plus ou moins tombée <eos>,13,tombée,tombé,11,M,tombée,-10.722322,tombé,-10.203514,0
74,S_NOUN_8_PASS_a,F,S,la gemme avec le cahier que j' aime beaucoup est plus ou moins utilisée <eos>,13,utilisée,utilisé,11,M,utilisée,-5.9347467,utilisé,-7.2211475,1
75,S_NOUN_8_PASS_a,F,S,la gemme avec le micro que j' aime beaucoup est plus ou moins achetée <eos>,13,achetée,acheté,11,M,achetée,-9.498478,acheté,-13.163002,1
76,S_NOUN_8_PASS_a,F,S,la gemme avec le micro que j' aime beaucoup est plus ou moins brisée <eos>,13,brisée,brisé,11,M,brisée,-7.587082,brisé,-11.711435,1
77,S_NOUN_8_PASS_a,F,S,la gemme avec le micro que j' aime beaucoup est plus ou moins cachée <eos>,13,cachée,caché,11,M,cachée,-6.970614,caché,-7.8459535,1
78,S_NOUN_8_PASS_a,F,S,la gemme avec le micro que j' aime beaucoup est plus ou moins cassée <eos>,13,cassée,cassé,11,M,cassée,-8.599095,cassé,-10.540729,1
79,S_NOUN_8_PASS_a,F,S,la gemme avec le micro que j' aime beaucoup est plus ou moins couverte <eos>,13,couverte,couvert,11,M,couverte,-6.866762,couvert,-9.266337,1
80,S_NOUN_8_PASS_a,F,S,la gemme avec le micro que j' aime beaucoup est plus ou moins déformée <eos>,13,déformée,déformé,11,M,déformée,-5.921046,déformé,-8.757252,1
81,S_NOUN_8_PASS_a,F,S,la gemme avec le micro que j' aime beaucoup est plus ou moins fixée <eos>,13,fixée,fixé,11,M,fixée,-9.083909,fixé,-10.648274,1
82,S_NOUN_8_PASS_a,F,S,la gemme avec le micro que j' aime beaucoup est plus ou moins jetée <eos>,13,jetée,jeté,11,M,jetée,-7.1075478,jeté,-12.747825,1
83,S_NOUN_8_PASS_a,F,S,la gemme avec le micro que j' aime beaucoup est plus ou moins laissée <eos>,13,laissée,laissé,11,M,laissée,-8.253733,laissé,-11.008549,1
84,S_NOUN_8_PASS_a,F,S,la gemme avec le micro que j' aime beaucoup est plus ou moins ouverte <eos>,13,ouverte,ouvert,11,M,ouverte,-6.2125673,ouvert,-8.670321,1
85,S_NOUN_8_PASS_a,F,S,la gemme avec le micro que j' aime beaucoup est plus ou moins perdue <eos>,13,perdue,perdu,11,M,perdue,-8.804112,perdu,-10.717966,1
86,S_NOUN_8_PASS_a,F,S,la gemme avec le micro que j' aime beaucoup est plus ou moins réparée <eos>,13,réparée,réparé,11,M,réparée,-10.996628,réparé,-14.556686,1
87,S_NOUN_8_PASS_a,F,S,la gemme avec le micro que j' aime beaucoup est plus ou moins retirée <eos>,13,retirée,retiré,11,M,retirée,-8.074719,retiré,-11.942757,1
88,S_NOUN_8_PASS_a,F,S,la gemme avec le micro que j' aime beaucoup est plus ou moins tombée <eos>,13,tombée,tombé,11,M,tombée,-10.690033,tombé,-10.871564,1
89,S_NOUN_8_PASS_a,F,S,la gemme avec le micro que j' aime beaucoup est plus ou moins utilisée <eos>,13,utilisée,utilisé,11,M,utilisée,-5.2597084,utilisé,-7.587553,1
90,S_NOUN_8_PASS_a,F,S,la gemme avec le sac que j' aime beaucoup est plus ou moins achetée <eos>,13,achetée,acheté,11,M,achetée,-8.901526,acheté,-11.867299,1
91,S_NOUN_8_PASS_a,F,S,la gemme avec le sac que j' aime beaucoup est plus ou moins brisée <eos>,13,brisée,brisé,11,M,brisée,-6.6850724,brisé,-10.6925125,1
92,S_NOUN_8_PASS_a,F,S,la gemme avec le sac que j' aime beaucoup est plus ou moins cachée <eos>,13,cachée,caché,11,M,cachée,-6.6011996,caché,-7.0536084,1
93,S_NOUN_8_PASS_a,F,S,la gemme avec le sac que j' aime beaucoup est plus ou moins cassée <eos>,13,cassée,cassé,11,M,cassée,-8.196936,cassé,-10.648286,1
94,S_NOUN_8_PASS_a,F,S,la gemme avec le sac que j' aime beaucoup est plus ou moins couverte <eos>,13,couverte,couvert,11,M,couverte,-6.441007,couvert,-8.425753,1
95,S_NOUN_8_PASS_a,F,S,la gemme avec le sac que j' aime beaucoup est plus ou moins déformée <eos>,13,déformée,déformé,11,M,déformée,-6.3094387,déformé,-8.336368,1
96,S_NOUN_8_PASS_a,F,S,la gemme avec le sac que j' aime beaucoup est plus ou moins fixée <eos>,13,fixée,fixé,11,M,fixée,-8.893459,fixé,-9.674172,1
97,S_NOUN_8_PASS_a,F,S,la gemme avec le sac que j' aime beaucoup est plus ou moins jetée <eos>,13,jetée,jeté,11,M,jetée,-6.182132,jeté,-11.269672,1
98,S_NOUN_8_PASS_a,F,S,la gemme avec le sac que j' aime beaucoup est plus ou moins laissée <eos>,13,laissée,laissé,11,M,laissée,-7.7785277,laissé,-9.862521,1
99,S_NOUN_8_PASS_a,F,S,la gemme avec le sac que j' aime beaucoup est plus ou moins ouverte <eos>,13,ouverte,ouvert,11,M,ouverte,-6.4897094,ouvert,-8.322643,1
100,S_NOUN_8_PASS_a,F,S,la gemme avec le sac que j' aime beaucoup est plus ou moins perdue <eos>,13,perdue,perdu,11,M,perdue,-8.093186,perdu,-9.550062,1
101,S_NOUN_8_PASS_a,F,S,la gemme avec le sac que j' aime beaucoup est plus ou moins réparée <eos>,13,réparée,réparé,11,M,réparée,-10.159586,réparé,-13.155288,1
102,S_NOUN_8_PASS_a,F,S,la gemme avec le sac que j' aime beaucoup est plus ou moins retirée <eos>,13,retirée,retiré,11,M,retirée,-7.9316874,retiré,-10.762545,1
103,S_NOUN_8_PASS_a,F,S,la gemme avec le sac que j' aime beaucoup est plus ou moins tombée <eos>,13,tombée,tombé,11,M,tombée,-10.27408,tombé,-9.959616,0
104,S_NOUN_8_PASS_a,F,S,la gemme avec le sac que j' aime beaucoup est plus ou moins utilisée <eos>,13,utilisée,utilisé,11,M,utilisée,-5.300685,utilisé,-7.023492,1
105,S_NOUN_8_PASS_a,F,S,la gemme avec le clavier que j' aime beaucoup est plus ou moins achetée <eos>,13,achetée,acheté,11,M,achetée,-9.726478,acheté,-12.969922,1
106,S_NOUN_8_PASS_a,F,S,la gemme avec le clavier que j' aime beaucoup est plus ou moins brisée <eos>,13,brisée,brisé,11,M,brisée,-7.354982,brisé,-10.986607,1
107,S_NOUN_8_PASS_a,F,S,la gemme avec le clavier que j' aime beaucoup est plus ou moins cachée <eos>,13,cachée,caché,11,M,cachée,-7.252429,caché,-7.832574,1
