,Paradigm,Gen,Num,Sent,Eval,Corr,Wrong,Dist,Attr_Gen,Attr_Num,corr_word,corr_prob,wrong_word,wrong_prob,answer
0,P_NOUN_7_ADJ_b,F,P,les gemmes avec le bracelet que j' aime beaucoup ne sont pas vertes <eos>,12,vertes,verts,10,M,S,vertes,-9.099848,verts,-9.888765,1
1,P_NOUN_7_ADJ_b,F,P,les gemmes avec le bracelet que j' aime beaucoup ne sont pas bleues <eos>,12,bleues,bleus,10,M,S,bleues,-9.838203,bleus,-10.14037,1
2,P_NOUN_7_ADJ_b,F,P,les gemmes avec le bracelet que j' aime beaucoup ne sont pas noires <eos>,12,noires,noirs,10,M,S,noires,-8.305769,noirs,-10.2551365,1
3,P_NOUN_7_ADJ_b,F,P,les gemmes avec le bracelet que j' aime beaucoup ne sont pas délicates <eos>,12,délicates,délicats,10,M,S,délicates,-11.072976,délicats,-13.142879,1
4,P_NOUN_7_ADJ_b,F,P,les gemmes avec le bracelet que j' aime beaucoup ne sont pas pointues <eos>,12,pointues,pointus,10,M,S,pointues,-9.199006,pointus,-11.109746,1
5,P_NOUN_7_ADJ_b,F,P,les gemmes avec le bracelet que j' aime beaucoup ne sont pas rondes <eos>,12,rondes,ronds,10,M,S,rondes,-8.980865,ronds,-11.621686,1
6,P_NOUN_7_ADJ_b,F,P,les gemmes avec le bracelet que j' aime beaucoup ne sont pas froides <eos>,12,froides,froids,10,M,S,froides,-10.30301,froids,-14.895491,1
7,P_NOUN_7_ADJ_b,F,P,les gemmes avec le bracelet que j' aime beaucoup ne sont pas chaudes <eos>,12,chaudes,chauds,10,M,S,chaudes,-11.320818,chauds,-14.661611,1
8,P_NOUN_7_ADJ_b,F,P,les gemmes avec le bracelet que j' aime beaucoup ne sont pas importantes <eos>,12,importantes,importants,10,M,S,importantes,-9.651788,importants,-12.367901,1
9,P_NOUN_7_ADJ_b,F,P,les gemmes avec le bracelet que j' aime beaucoup ne sont pas courtes <eos>,12,courtes,courts,10,M,S,courtes,-10.613218,courts,-11.538928,1
10,P_NOUN_7_ADJ_b,F,P,les gemmes avec le bracelet que j' aime beaucoup ne sont pas dures <eos>,12,dures,durs,10,M,S,dures,-8.685957,durs,-11.428959,1
