,Paradigm,Gen,Num,Sent,Eval,Corr,Wrong,Dist,corr_word,corr_prob,wrong_word,wrong_prob,answer
0,S_NOUN_7_PASS_b,F,S,la gemme que j' aime beaucoup n' est pas achetée . <eos>,9,achetée,acheté,7,achetée,-9.510444,acheté,-11.409839,1
1,S_NOUN_7_PASS_b,F,S,la gemme que j' aime beaucoup n' est pas brisée . <eos>,9,brisée,brisé,7,brisée,-8.133502,brisé,-9.635755,1
2,S_NOUN_7_PASS_b,F,S,la gemme que j' aime beaucoup n' est pas cachée . <eos>,9,cachée,caché,7,cachée,-7.15591,caché,-8.65022,1
3,S_NOUN_7_PASS_b,F,S,la gemme que j' aime beaucoup n' est pas cassée . <eos>,9,cassée,cassé,7,cassée,-8.886925,cassé,-10.717703,1
4,S_NOUN_7_PASS_b,F,S,la gemme que j' aime beaucoup n' est pas couverte . <eos>,9,couverte,couvert,7,couverte,-6.155358,couvert,-9.084938,1
5,S_NOUN_7_PASS_b,F,S,la gemme que j' aime beaucoup n' est pas déformée . <eos>,9,déformée,déformé,7,déformée,-9.714524,déformé,-10.573424,1
6,S_NOUN_7_PASS_b,F,S,la gemme que j' aime beaucoup n' est pas fixée . <eos>,9,fixée,fixé,7,fixée,-8.761146,fixé,-10.979947,1
7,S_NOUN_7_PASS_b,F,S,la gemme que j' aime beaucoup n' est pas jetée . <eos>,9,jetée,jeté,7,jetée,-7.6510935,jeté,-11.063525,1
8,S_NOUN_7_PASS_b,F,S,la gemme que j' aime beaucoup n' est pas laissée . <eos>,9,laissée,laissé,7,laissée,-7.8596935,laissé,-9.177552,1
9,S_NOUN_7_PASS_b,F,S,la gemme que j' aime beaucoup n' est pas ouverte . <eos>,9,ouverte,ouvert,7,ouverte,-7.6564474,ouvert,-10.129154,1
10,S_NOUN_7_PASS_b,F,S,la gemme que j' aime beaucoup n' est pas perdue . <eos>,9,perdue,perdu,7,perdue,-6.8863807,perdu,-8.889013,1
11,S_NOUN_7_PASS_b,F,S,la gemme que j' aime beaucoup n' est pas réparée . <eos>,9,réparée,réparé,7,réparée,-9.992982,réparé,-11.205072,1
12,S_NOUN_7_PASS_b,F,S,la gemme que j' aime beaucoup n' est pas retirée . <eos>,9,retirée,retiré,7,retirée,-9.859794,retiré,-10.72768,1
13,S_NOUN_7_PASS_b,F,S,la gemme que j' aime beaucoup n' est pas tombée . <eos>,9,tombée,tombé,7,tombée,-7.1943655,tombé,-9.280044,1
14,S_NOUN_7_PASS_b,F,S,la gemme que j' aime beaucoup n' est pas utilisée . <eos>,9,utilisée,utilisé,7,utilisée,-4.9240522,utilisé,-7.1580772,1
15,S_NOUN_7_PASS_b,F,S,la chaise que j' aime beaucoup n' est pas achetée . <eos>,9,achetée,acheté,7,achetée,-9.797289,acheté,-12.16608,1
16,S_NOUN_7_PASS_b,F,S,la chaise que j' aime beaucoup n' est pas brisée . <eos>,9,brisée,brisé,7,brisée,-8.172322,brisé,-10.610949,1
17,S_NOUN_7_PASS_b,F,S,la chaise que j' aime beaucoup n' est pas cachée . <eos>,9,cachée,caché,7,cachée,-7.9620905,caché,-10.020014,1
18,S_NOUN_7_PASS_b,F,S,la chaise que j' aime beaucoup n' est pas cassée . <eos>,9,cassée,cassé,7,cassée,-8.430012,cassé,-10.832389,1
19,S_NOUN_7_PASS_b,F,S,la chaise que j' aime beaucoup n' est pas couverte . <eos>,9,couverte,couvert,7,couverte,-6.1646166,couvert,-8.760387,1
20,S_NOUN_7_PASS_b,F,S,la chaise que j' aime beaucoup n' est pas déformée . <eos>,9,déformée,déformé,7,déformée,-9.842187,déformé,-11.736801,1
21,S_NOUN_7_PASS_b,F,S,la chaise que j' aime beaucoup n' est pas fixée . <eos>,9,fixée,fixé,7,fixée,-7.9838924,fixé,-10.931699,1
22,S_NOUN_7_PASS_b,F,S,la chaise que j' aime beaucoup n' est pas jetée . <eos>,9,jetée,jeté,7,jetée,-7.9149685,jeté,-11.2810335,1
23,S_NOUN_7_PASS_b,F,S,la chaise que j' aime beaucoup n' est pas laissée . <eos>,9,laissée,laissé,7,laissée,-7.642391,laissé,-9.947252,1
24,S_NOUN_7_PASS_b,F,S,la chaise que j' aime beaucoup n' est pas ouverte . <eos>,9,ouverte,ouvert,7,ouverte,-6.693533,ouvert,-9.591085,1
