,Paradigm,Gen,Num,Sent,Eval,Corr,Wrong,Dist,Attr_Gen,Attr_Num,corr_word,corr_prob,wrong_word,wrong_prob,answer
0,P_NOUN_1_PASS_b,F,P,les gemmes avec le bracelet étaient achetées <eos>,6,achetées,achetés,4,M,S,achetées,-7.1893682,achetés,-7.658719,1
1,P_NOUN_1_PASS_b,F,P,les gemmes avec le bracelet étaient brisées <eos>,6,brisées,brisés,4,M,S,brisées,-7.6897244,brisés,-11.24848,1
2,P_NOUN_1_PASS_b,F,P,les gemmes avec le bracelet étaient cachées <eos>,6,cachées,cachés,4,M,S,cachées,-7.417522,cachés,-7.832051,1
3,P_NOUN_1_PASS_b,F,P,les gemmes avec le bracelet étaient cassées <eos>,6,cassées,cassés,4,M,S,cassées,-9.385249,cassés,-8.990795,0
4,P_NOUN_1_PASS_b,F,P,les gemmes avec le bracelet étaient couvertes <eos>,6,couvertes,couverts,4,M,S,couvertes,-7.7150545,couverts,-8.0405655,1
5,P_NOUN_1_PASS_b,F,P,les gemmes avec le bracelet étaient déformées <eos>,6,déformées,déformés,4,M,S,déformées,-9.086271,déformés,-12.040782,1
6,P_NOUN_1_PASS_b,F,P,les gemmes avec le bracelet étaient fixées <eos>,6,fixées,fixés,4,M,S,fixées,-5.1223364,fixés,-6.48942,1
7,P_NOUN_1_PASS_b,F,P,les gemmes avec le bracelet étaient jetées <eos>,6,jetées,jetés,4,M,S,jetées,-6.8504944,jetés,-7.5230722,1
8,P_NOUN_1_PASS_b,F,P,les gemmes avec le bracelet étaient laissées <eos>,6,laissées,laissés,4,M,S,laissées,-8.125028,laissés,-8.445038,1
9,P_NOUN_1_PASS_b,F,P,les gemmes avec le bracelet étaient ouvertes <eos>,6,ouvertes,ouverts,4,M,S,ouvertes,-7.7712774,ouverts,-10.437188,1
10,P_NOUN_1_PASS_b,F,P,les gemmes avec le bracelet étaient perdues <eos>,6,perdues,perdus,4,M,S,perdues,-8.131143,perdus,-9.216599,1
11,P_NOUN_1_PASS_b,F,P,les gemmes avec le bracelet étaient réparées <eos>,6,réparées,réparés,4,M,S,réparées,-10.136935,réparés,-12.400532,1
12,P_NOUN_1_PASS_b,F,P,les gemmes avec le bracelet étaient retirées <eos>,6,retirées,retirés,4,M,S,retirées,-8.140852,retirés,-8.205973,1
13,P_NOUN_1_PASS_b,F,P,les gemmes avec le bracelet étaient tombées <eos>,6,tombées,tombés,4,M,S,tombées,-8.68837,tombés,-8.961291,1
14,P_NOUN_1_PASS_b,F,P,les gemmes avec le bracelet étaient utilisées <eos>,6,utilisées,utilisés,4,M,S,utilisées,-3.5232413,utilisés,-4.909624,1
15,P_NOUN_1_PASS_b,F,P,les gemmes avec le miroir étaient achetées <eos>,6,achetées,achetés,4,M,S,achetées,-8.118494,achetés,-9.398352,1
16,P_NOUN_1_PASS_b,F,P,les gemmes avec le miroir étaient brisées <eos>,6,brisées,brisés,4,M,S,brisées,-7.585657,brisés,-11.463991,1
17,P_NOUN_1_PASS_b,F,P,les gemmes avec le miroir étaient cachées <eos>,6,cachées,cachés,4,M,S,cachées,-6.40709,cachés,-8.792857,1
18,P_NOUN_1_PASS_b,F,P,les gemmes avec le miroir étaient cassées <eos>,6,cassées,cassés,4,M,S,cassées,-9.314965,cassés,-9.092649,0
19,P_NOUN_1_PASS_b,F,P,les gemmes avec le miroir étaient couvertes <eos>,6,couvertes,couverts,4,M,S,couvertes,-6.5175285,couverts,-7.8524714,1
20,P_NOUN_1_PASS_b,F,P,les gemmes avec le miroir étaient déformées <eos>,6,déformées,déformés,4,M,S,déformées,-7.756172,déformés,-10.835167,1
21,P_NOUN_1_PASS_b,F,P,les gemmes avec le miroir étaient fixées <eos>,6,fixées,fixés,4,M,S,fixées,-4.9975247,fixés,-7.2888894,1
22,P_NOUN_1_PASS_b,F,P,les gemmes avec le miroir étaient jetées <eos>,6,jetées,jetés,4,M,S,jetées,-7.5131855,jetés,-8.925693,1
23,P_NOUN_1_PASS_b,F,P,les gemmes avec le miroir étaient laissées <eos>,6,laissées,laissés,4,M,S,laissées,-7.7015805,laissés,-9.096882,1
24,P_NOUN_1_PASS_b,F,P,les gemmes avec le miroir étaient ouvertes <eos>,6,ouvertes,ouverts,4,M,S,ouvertes,-7.1532574,ouverts,-10.308189,1
25,P_NOUN_1_PASS_b,F,P,les gemmes avec le miroir étaient perdues <eos>,6,perdues,perdus,4,M,S,perdues,-8.225511,perdus,-9.785151,1
26,P_NOUN_1_PASS_b,F,P,les gemmes avec le miroir étaient réparées <eos>,6,réparées,réparés,4,M,S,réparées,-10.152025,réparés,-13.578575,1
27,P_NOUN_1_PASS_b,F,P,les gemmes avec le miroir étaient retirées <eos>,6,retirées,retirés,4,M,S,retirées,-7.960156,retirés,-9.366392,1
28,P_NOUN_1_PASS_b,F,P,les gemmes avec le miroir étaient tombées <eos>,6,tombées,tombés,4,M,S,tombées,-8.367246,tombés,-10.68838,1
29,P_NOUN_1_PASS_b,F,P,les gemmes avec le miroir étaient utilisées <eos>,6,utilisées,utilisés,4,M,S,utilisées,-2.9855928,utilisés,-5.3905973,1
30,P_NOUN_1_PASS_b,F,P,les gemmes avec le crayon étaient achetées <eos>,6,achetées,achetés,4,M,S,achetées,-7.408352,achetés,-8.149099,1
31,P_NOUN_1_PASS_b,F,P,les gemmes avec le crayon étaient brisées <eos>,6,brisées,brisés,4,M,S,brisées,-8.619108,brisés,-12.390739,1
32,P_NOUN_1_PASS_b,F,P,les gemmes avec le crayon étaient cachées <eos>,6,cachées,cachés,4,M,S,cachées,-7.8447075,cachés,-8.826376,1
33,P_NOUN_1_PASS_b,F,P,les gemmes avec le crayon étaient cassées <eos>,6,cassées,cassés,4,M,S,cassées,-9.682584,cassés,-9.314116,0
34,P_NOUN_1_PASS_b,F,P,les gemmes avec le crayon étaient couvertes <eos>,6,couvertes,couverts,4,M,S,couvertes,-7.3324537,couverts,-7.9131117,1
35,P_NOUN_1_PASS_b,F,P,les gemmes avec le crayon étaient déformées <eos>,6,déformées,déformés,4,M,S,déformées,-8.779249,déformés,-12.289867,1
36,P_NOUN_1_PASS_b,F,P,les gemmes avec le crayon étaient fixées <eos>,6,fixées,fixés,4,M,S,fixées,-5.5013566,fixés,-8.061907,1
37,P_NOUN_1_PASS_b,F,P,les gemmes avec le crayon étaient jetées <eos>,6,jetées,jetés,4,M,S,jetées,-7.3311224,jetés,-9.363021,1
38,P_NOUN_1_PASS_b,F,P,les gemmes avec le crayon étaient laissées <eos>,6,laissées,laissés,4,M,S,laissées,-8.18236,laissés,-9.020176,1
39,P_NOUN_1_PASS_b,F,P,les gemmes avec le crayon étaient ouvertes <eos>,6,ouvertes,ouverts,4,M,S,ouvertes,-8.16044,ouverts,-10.661404,1
40,P_NOUN_1_PASS_b,F,P,les gemmes avec le crayon étaient perdues <eos>,6,perdues,perdus,4,M,S,perdues,-8.275311,perdus,-10.459263,1
41,P_NOUN_1_PASS_b,F,P,les gemmes avec le crayon étaient réparées <eos>,6,réparées,réparés,4,M,S,réparées,-9.751537,réparés,-13.023854,1
42,P_NOUN_1_PASS_b,F,P,les gemmes avec le crayon étaient retirées <eos>,6,retirées,retirés,4,M,S,retirées,-7.9940996,retirés,-9.133576,1
43,P_NOUN_1_PASS_b,F,P,les gemmes avec le crayon étaient tombées <eos>,6,tombées,tombés,4,M,S,tombées,-8.735128,tombés,-10.4347725,1
44,P_NOUN_1_PASS_b,F,P,les gemmes avec le crayon étaient utilisées <eos>,6,utilisées,utilisés,4,M,S,utilisées,-2.866753,utilisés,-4.789659,1
