,Paradigm,Gen,Num,Sent,Eval,Corr,Wrong,Dist,Attr_Gen,corr_word,corr_prob,wrong_word,wrong_prob,answer
0,P_NOUN_4_PASS_a,F,P,les gemmes avec les chaises ne sont probablement pas achetées <eos>,9,achetées,achetés,7,F,achetées,-9.491819,achetés,-10.741265,1
1,P_NOUN_4_PASS_a,F,P,les gemmes avec les chaises ne sont probablement pas brisées <eos>,9,brisées,brisés,7,F,brisées,-7.775867,brisés,-11.481802,1
2,P_NOUN_4_PASS_a,F,P,les gemmes avec les chaises ne sont probablement pas cachées <eos>,9,cachées,cachés,7,F,cachées,-5.6490264,cachés,-10.769688,1
3,P_NOUN_4_PASS_a,F,P,les gemmes avec les chaises ne sont probablement pas cassées <eos>,9,cassées,cassés,7,F,cassées,-9.311836,cassés,-10.86849,1
4,P_NOUN_4_PASS_a,F,P,les gemmes avec les chaises ne sont probablement pas couvertes <eos>,9,couvertes,couverts,7,F,couvertes,-6.196639,couverts,-8.384237,1
5,P_NOUN_4_PASS_a,F,P,les gemmes avec les chaises ne sont probablement pas déformées <eos>,9,déformées,déformés,7,F,déformées,-7.044977,déformés,-13.838529,1
6,P_NOUN_4_PASS_a,F,P,les gemmes avec les chaises ne sont probablement pas fixées <eos>,9,fixées,fixés,7,F,fixées,-7.235141,fixés,-9.841541,1
7,P_NOUN_4_PASS_a,F,P,les gemmes avec les chaises ne sont probablement pas jetées <eos>,9,jetées,jetés,7,F,jetées,-7.811301,jetés,-11.053432,1
8,P_NOUN_4_PASS_a,F,P,les gemmes avec les chaises ne sont probablement pas laissées <eos>,9,laissées,laissés,7,F,laissées,-6.570831,laissés,-10.85458,1
9,P_NOUN_4_PASS_a,F,P,les gemmes avec les chaises ne sont probablement pas ouvertes <eos>,9,ouvertes,ouverts,7,F,ouvertes,-6.8027096,ouverts,-10.498132,1
10,P_NOUN_4_PASS_a,F,P,les gemmes avec les chaises ne sont probablement pas perdues <eos>,9,perdues,perdus,7,F,perdues,-6.905594,perdus,-10.053865,1
11,P_NOUN_4_PASS_a,F,P,les gemmes avec les chaises ne sont probablement pas réparées <eos>,9,réparées,réparés,7,F,réparées,-8.35228,réparés,-12.218703,1
12,P_NOUN_4_PASS_a,F,P,les gemmes avec les chaises ne sont probablement pas retirées <eos>,9,retirées,retirés,7,F,retirées,-7.0029383,retirés,-10.050173,1
13,P_NOUN_4_PASS_a,F,P,les gemmes avec les chaises ne sont probablement pas tombées <eos>,9,tombées,tombés,7,F,tombées,-6.8804617,tombés,-10.971579,1
14,P_NOUN_4_PASS_a,F,P,les gemmes avec les chaises ne sont probablement pas utilisées <eos>,9,utilisées,utilisés,7,F,utilisées,-4.0724363,utilisés,-7.288582,1
15,P_NOUN_4_PASS_a,F,P,les gemmes avec les poubelles ne sont probablement pas achetées <eos>,9,achetées,achetés,7,F,achetées,-8.585115,achetés,-10.514205,1
16,P_NOUN_4_PASS_a,F,P,les gemmes avec les poubelles ne sont probablement pas brisées <eos>,9,brisées,brisés,7,F,brisées,-8.305698,brisés,-12.552595,1
17,P_NOUN_4_PASS_a,F,P,les gemmes avec les poubelles ne sont probablement pas cachées <eos>,9,cachées,cachés,7,F,cachées,-6.21622,cachés,-10.083317,1
18,P_NOUN_4_PASS_a,F,P,les gemmes avec les poubelles ne sont probablement pas cassées <eos>,9,cassées,cassés,7,F,cassées,-9.720951,cassés,-11.182434,1
19,P_NOUN_4_PASS_a,F,P,les gemmes avec les poubelles ne sont probablement pas couvertes <eos>,9,couvertes,couverts,7,F,couvertes,-5.749422,couverts,-9.079175,1
20,P_NOUN_4_PASS_a,F,P,les gemmes avec les poubelles ne sont probablement pas déformées <eos>,9,déformées,déformés,7,F,déformées,-7.0645285,déformés,-14.522291,1
21,P_NOUN_4_PASS_a,F,P,les gemmes avec les poubelles ne sont probablement pas fixées <eos>,9,fixées,fixés,7,F,fixées,-6.753609,fixés,-9.912404,1
22,P_NOUN_4_PASS_a,F,P,les gemmes avec les poubelles ne sont probablement pas jetées <eos>,9,jetées,jetés,7,F,jetées,-7.273424,jetés,-10.741202,1
23,P_NOUN_4_PASS_a,F,P,les gemmes avec les poubelles ne sont probablement pas laissées <eos>,9,laissées,laissés,7,F,laissées,-6.0511885,laissés,-10.660627,1
24,P_NOUN_4_PASS_a,F,P,les gemmes avec les poubelles ne sont probablement pas ouvertes <eos>,9,ouvertes,ouverts,7,F,ouvertes,-7.3236628,ouverts,-11.370983,1
25,P_NOUN_4_PASS_a,F,P,les gemmes avec les poubelles ne sont probablement pas perdues <eos>,9,perdues,perdus,7,F,perdues,-7.312174,perdus,-11.405885,1
26,P_NOUN_4_PASS_a,F,P,les gemmes avec les poubelles ne sont probablement pas réparées <eos>,9,réparées,réparés,7,F,réparées,-7.5570593,réparés,-11.998153,1
27,P_NOUN_4_PASS_a,F,P,les gemmes avec les poubelles ne sont probablement pas retirées <eos>,9,retirées,retirés,7,F,retirées,-6.668648,retirés,-9.346993,1
28,P_NOUN_4_PASS_a,F,P,les gemmes avec les poubelles ne sont probablement pas tombées <eos>,9,tombées,tombés,7,F,tombées,-6.8766804,tombés,-11.02855,1
29,P_NOUN_4_PASS_a,F,P,les gemmes avec les poubelles ne sont probablement pas utilisées <eos>,9,utilisées,utilisés,7,F,utilisées,-3.3607152,utilisés,-6.7344875,1
30,P_NOUN_4_PASS_a,F,P,les gemmes avec les chemises ne sont probablement pas achetées <eos>,9,achetées,achetés,7,F,achetées,-9.079831,achetés,-11.154895,1
31,P_NOUN_4_PASS_a,F,P,les gemmes avec les chemises ne sont probablement pas brisées <eos>,9,brisées,brisés,7,F,brisées,-8.204151,brisés,-11.87361,1
32,P_NOUN_4_PASS_a,F,P,les gemmes avec les chemises ne sont probablement pas cachées <eos>,9,cachées,cachés,7,F,cachées,-6.1256785,cachés,-11.18779,1
33,P_NOUN_4_PASS_a,F,P,les gemmes avec les chemises ne sont probablement pas cassées <eos>,9,cassées,cassés,7,F,cassées,-8.590721,cassés,-11.102619,1
34,P_NOUN_4_PASS_a,F,P,les gemmes avec les chemises ne sont probablement pas couvertes <eos>,9,couvertes,couverts,7,F,couvertes,-6.3129997,couverts,-9.031186,1
35,P_NOUN_4_PASS_a,F,P,les gemmes avec les chemises ne sont probablement pas déformées <eos>,9,déformées,déformés,7,F,déformées,-6.621278,déformés,-13.708801,1
36,P_NOUN_4_PASS_a,F,P,les gemmes avec les chemises ne sont probablement pas fixées <eos>,9,fixées,fixés,7,F,fixées,-7.12924,fixés,-10.237715,1
37,P_NOUN_4_PASS_a,F,P,les gemmes avec les chemises ne sont probablement pas jetées <eos>,9,jetées,jetés,7,F,jetées,-8.013972,jetés,-11.411179,1
38,P_NOUN_4_PASS_a,F,P,les gemmes avec les chemises ne sont probablement pas laissées <eos>,9,laissées,laissés,7,F,laissées,-6.509534,laissés,-11.30417,1
39,P_NOUN_4_PASS_a,F,P,les gemmes avec les chemises ne sont probablement pas ouvertes <eos>,9,ouvertes,ouverts,7,F,ouvertes,-7.314024,ouverts,-11.14893,1
40,P_NOUN_4_PASS_a,F,P,les gemmes avec les chemises ne sont probablement pas perdues <eos>,9,perdues,perdus,7,F,perdues,-7.4402905,perdus,-11.213327,1
41,P_NOUN_4_PASS_a,F,P,les gemmes avec les chemises ne sont probablement pas réparées <eos>,9,réparées,réparés,7,F,réparées,-8.923889,réparés,-13.01243,1
42,P_NOUN_4_PASS_a,F,P,les gemmes avec les chemises ne sont probablement pas retirées <eos>,9,retirées,retirés,7,F,retirées,-6.721576,retirés,-10.192315,1
43,P_NOUN_4_PASS_a,F,P,les gemmes avec les chemises ne sont probablement pas tombées <eos>,9,tombées,tombés,7,F,tombées,-6.486268,tombés,-10.829666,1
44,P_NOUN_4_PASS_a,F,P,les gemmes avec les chemises ne sont probablement pas utilisées <eos>,9,utilisées,utilisés,7,F,utilisées,-3.4161794,utilisés,-7.202239,1
45,P_NOUN_4_PASS_a,F,P,les gemmes avec les recettes ne sont probablement pas achetées <eos>,9,achetées,achetés,7,F,achetées,-8.616807,achetés,-10.565878,1
46,P_NOUN_4_PASS_a,F,P,les gemmes avec les recettes ne sont probablement pas brisées <eos>,9,brisées,brisés,7,F,brisées,-9.338636,brisés,-13.815891,1
47,P_NOUN_4_PASS_a,F,P,les gemmes avec les recettes ne sont probablement pas cachées <eos>,9,cachées,cachés,7,F,cachées,-7.1185293,cachés,-10.591929,1
48,P_NOUN_4_PASS_a,F,P,les gemmes avec les recettes ne sont probablement pas cassées <eos>,9,cassées,cassés,7,F,cassées,-11.166111,cassés,-12.31379,1
49,P_NOUN_4_PASS_a,F,P,les gemmes avec les recettes ne sont probablement pas couvertes <eos>,9,couvertes,couverts,7,F,couvertes,-7.379053,couverts,-9.685242,1
50,P_NOUN_4_PASS_a,F,P,les gemmes avec les recettes ne sont probablement pas déformées <eos>,9,déformées,déformés,7,F,déformées,-7.3679075,déformés,-15.160846,1
51,P_NOUN_4_PASS_a,F,P,les gemmes avec les recettes ne sont probablement pas fixées <eos>,9,fixées,fixés,7,F,fixées,-8.023029,fixés,-10.788006,1
52,P_NOUN_4_PASS_a,F,P,les gemmes avec les recettes ne sont probablement pas jetées <eos>,9,jetées,jetés,7,F,jetées,-9.506132,jetés,-13.259205,1
53,P_NOUN_4_PASS_a,F,P,les gemmes avec les recettes ne sont probablement pas laissées <eos>,9,laissées,laissés,7,F,laissées,-6.972411,laissés,-12.036325,1
54,P_NOUN_4_PASS_a,F,P,les gemmes avec les recettes ne sont probablement pas ouvertes <eos>,9,ouvertes,ouverts,7,F,ouvertes,-8.26125,ouverts,-12.301193,1
55,P_NOUN_4_PASS_a,F,P,les gemmes avec les recettes ne sont probablement pas perdues <eos>,9,perdues,perdus,7,F,perdues,-6.6504602,perdus,-10.902012,1
56,P_NOUN_4_PASS_a,F,P,les gemmes avec les recettes ne sont probablement pas réparées <eos>,9,réparées,réparés,7,F,réparées,-9.381032,réparés,-13.030949,1
57,P_NOUN_4_PASS_a,F,P,les gemmes avec les recettes ne sont probablement pas retirées <eos>,9,retirées,retirés,7,F,retirées,-7.190523,retirés,-10.105994,1
58,P_NOUN_4_PASS_a,F,P,les gemmes avec les recettes ne sont probablement pas tombées <eos>,9,tombées,tombés,7,F,tombées,-6.83633,tombés,-10.960869,1
59,P_NOUN_4_PASS_a,F,P,les gemmes avec les recettes ne sont probablement pas utilisées <eos>,9,utilisées,utilisés,7,F,utilisées,-4.0308104,utilisés,-7.4623213,1
60,P_NOUN_4_PASS_a,F,P,les gemmes avec les jupes ne sont probablement pas achetées <eos>,9,achetées,achetés,7,F,achetées,-9.9999895,achetés,-11.685247,1
61,P_NOUN_4_PASS_a,F,P,les gemmes avec les jupes ne sont probablement pas brisées <eos>,9,brisées,brisés,7,F,brisées,-8.147972,brisés,-11.226792,1
62,P_NOUN_4_PASS_a,F,P,les gemmes avec les jupes ne sont probablement pas cachées <eos>,9,cachées,cachés,7,F,cachées,-6.5409503,cachés,-11.907867,1
63,P_NOUN_4_PASS_a,F,P,les gemmes avec les jupes ne sont probablement pas cassées <eos>,9,cassées,cassés,7,F,cassées,-8.533877,cassés,-10.779586,1
64,P_NOUN_4_PASS_a,F,P,les gemmes avec les jupes ne sont probablement pas couvertes <eos>,9,couvertes,couverts,7,F,couvertes,-5.9277163,couverts,-8.672957,1
65,P_NOUN_4_PASS_a,F,P,les gemmes avec les jupes ne sont probablement pas déformées <eos>,9,déformées,déformés,7,F,déformées,-6.4136047,déformés,-13.309555,1
66,P_NOUN_4_PASS_a,F,P,les gemmes avec les jupes ne sont probablement pas fixées <eos>,9,fixées,fixés,7,F,fixées,-6.531396,fixés,-9.7245035,1
67,P_NOUN_4_PASS_a,F,P,les gemmes avec les jupes ne sont probablement pas jetées <eos>,9,jetées,jetés,7,F,jetées,-8.492994,jetés,-11.757868,1
68,P_NOUN_4_PASS_a,F,P,les gemmes avec les jupes ne sont probablement pas laissées <eos>,9,laissées,laissés,7,F,laissées,-6.1804414,laissés,-11.036642,1
69,P_NOUN_4_PASS_a,F,P,les gemmes avec les jupes ne sont probablement pas ouvertes <eos>,9,ouvertes,ouverts,7,F,ouvertes,-7.0009627,ouverts,-10.640806,1
70,P_NOUN_4_PASS_a,F,P,les gemmes avec les jupes ne sont probablement pas perdues <eos>,9,perdues,perdus,7,F,perdues,-8.113445,perdus,-11.11116,1
71,P_NOUN_4_PASS_a,F,P,les gemmes avec les jupes ne sont probablement pas réparées <eos>,9,réparées,réparés,7,F,réparées,-8.927477,réparés,-12.678717,1
72,P_NOUN_4_PASS_a,F,P,les gemmes avec les jupes ne sont probablement pas retirées <eos>,9,retirées,retirés,7,F,retirées,-6.809943,retirés,-10.003398,1
73,P_NOUN_4_PASS_a,F,P,les gemmes avec les jupes ne sont probablement pas tombées <eos>,9,tombées,tombés,7,F,tombées,-7.424488,tombés,-11.702629,1
74,P_NOUN_4_PASS_a,F,P,les gemmes avec les jupes ne sont probablement pas utilisées <eos>,9,utilisées,utilisés,7,F,utilisées,-3.9257617,utilisés,-7.647203,1
75,P_NOUN_4_PASS_a,F,P,les gemmes avec les colles ne sont probablement pas achetées <eos>,9,achetées,achetés,7,F,achetées,-9.3915615,achetés,-11.120045,1
76,P_NOUN_4_PASS_a,F,P,les gemmes avec les colles ne sont probablement pas brisées <eos>,9,brisées,brisés,7,F,brisées,-8.997353,brisés,-12.454227,1
77,P_NOUN_4_PASS_a,F,P,les gemmes avec les colles ne sont probablement pas cachées <eos>,9,cachées,cachés,7,F,cachées,-6.660013,cachés,-10.937411,1
78,P_NOUN_4_PASS_a,F,P,les gemmes avec les colles ne sont probablement pas cassées <eos>,9,cassées,cassés,7,F,cassées,-9.607927,cassés,-11.218685,1
79,P_NOUN_4_PASS_a,F,P,les gemmes avec les colles ne sont probablement pas couvertes <eos>,9,couvertes,couverts,7,F,couvertes,-7.125979,couverts,-10.129194,1
80,P_NOUN_4_PASS_a,F,P,les gemmes avec les colles ne sont probablement pas déformées <eos>,9,déformées,déformés,7,F,déformées,-5.98981,déformés,-13.583922,1
81,P_NOUN_4_PASS_a,F,P,les gemmes avec les colles ne sont probablement pas fixées <eos>,9,fixées,fixés,7,F,fixées,-7.2089767,fixés,-9.880212,1
82,P_NOUN_4_PASS_a,F,P,les gemmes avec les colles ne sont probablement pas jetées <eos>,9,jetées,jetés,7,F,jetées,-8.65857,jetés,-12.213673,1
83,P_NOUN_4_PASS_a,F,P,les gemmes avec les colles ne sont probablement pas laissées <eos>,9,laissées,laissés,7,F,laissées,-6.4245996,laissés,-11.238771,1
84,P_NOUN_4_PASS_a,F,P,les gemmes avec les colles ne sont probablement pas ouvertes <eos>,9,ouvertes,ouverts,7,F,ouvertes,-7.7665176,ouverts,-11.789034,1
85,P_NOUN_4_PASS_a,F,P,les gemmes avec les colles ne sont probablement pas perdues <eos>,9,perdues,perdus,7,F,perdues,-7.866359,perdus,-11.589548,1
86,P_NOUN_4_PASS_a,F,P,les gemmes avec les colles ne sont probablement pas réparées <eos>,9,réparées,réparés,7,F,réparées,-8.328815,réparés,-13.004924,1
87,P_NOUN_4_PASS_a,F,P,les gemmes avec les colles ne sont probablement pas retirées <eos>,9,retirées,retirés,7,F,retirées,-7.1481037,retirés,-10.300716,1
88,P_NOUN_4_PASS_a,F,P,les gemmes avec les colles ne sont probablement pas tombées <eos>,9,tombées,tombés,7,F,tombées,-7.6462526,tombés,-12.036775,1
89,P_NOUN_4_PASS_a,F,P,les gemmes avec les colles ne sont probablement pas utilisées <eos>,9,utilisées,utilisés,7,F,utilisées,-3.0812025,utilisés,-6.485629,1
90,P_NOUN_4_PASS_a,F,P,les gemmes avec les lampes ne sont probablement pas achetées <eos>,9,achetées,achetés,7,F,achetées,-10.3978195,achetés,-12.234491,1
