,Paradigm,Gen,Num,Sent,Eval,Corr,Wrong,Dist,corr_word,corr_prob,wrong_word,wrong_prob,answer
0,S_NOUN_4_ADJ_d,F,S,la gemme près de moi est verte . <eos>,6,verte,vert,4,verte,-9.268791,vert,-8.882853,0
1,S_NOUN_4_ADJ_d,F,S,la gemme près de moi est bleue . <eos>,6,bleue,bleu,4,bleue,-8.227491,bleu,-7.4428854,0
2,S_NOUN_4_ADJ_d,F,S,la gemme près de moi est noire . <eos>,6,noire,noir,4,noire,-7.536926,noir,-8.475197,1
3,S_NOUN_4_ADJ_d,F,S,la gemme près de moi est délicate . <eos>,6,délicate,délicat,4,délicate,-10.204026,délicat,-12.628136,1
4,S_NOUN_4_ADJ_d,F,S,la gemme près de moi est pointue . <eos>,6,pointue,pointu,4,pointue,-10.95807,pointu,-14.434279,1
5,S_NOUN_4_ADJ_d,F,S,la gemme près de moi est ronde . <eos>,6,ronde,rond,4,ronde,-7.951641,rond,-10.275464,1
6,S_NOUN_4_ADJ_d,F,S,la gemme près de moi est froide . <eos>,6,froide,froid,4,froide,-9.694895,froid,-11.961313,1
7,S_NOUN_4_ADJ_d,F,S,la gemme près de moi est chaude . <eos>,6,chaude,chaud,4,chaude,-9.493603,chaud,-12.06669,1
8,S_NOUN_4_ADJ_d,F,S,la gemme près de moi est importante . <eos>,6,importante,important,4,importante,-8.092667,important,-11.147605,1
9,S_NOUN_4_ADJ_d,F,S,la gemme près de moi est courte . <eos>,6,courte,court,4,courte,-8.024736,court,-9.514189,1
10,S_NOUN_4_ADJ_d,F,S,la gemme près de moi est dure . <eos>,6,dure,dur,4,dure,-10.1615095,dur,-12.042445,1
11,S_NOUN_4_ADJ_d,F,S,la gemme près de moi est claire . <eos>,6,claire,clair,4,claire,-7.637508,clair,-9.651279,1
12,S_NOUN_4_ADJ_d,F,S,la gemme près de moi est intéressante . <eos>,6,intéressante,intéressant,4,intéressante,-8.905046,intéressant,-11.54135,1
13,S_NOUN_4_ADJ_d,F,S,la gemme près de moi est brillante . <eos>,6,brillante,brillant,4,brillante,-9.10853,brillant,-11.651918,1
14,S_NOUN_4_ADJ_d,F,S,la gemme près de moi est compliquée . <eos>,6,compliquée,compliqué,4,compliquée,-10.240952,compliqué,-12.255617,1
15,S_NOUN_4_ADJ_d,F,S,la chaise près de moi est verte . <eos>,6,verte,vert,4,verte,-9.698424,vert,-10.008134,1
16,S_NOUN_4_ADJ_d,F,S,la chaise près de moi est bleue . <eos>,6,bleue,bleu,4,bleue,-9.363146,bleu,-8.927994,0
17,S_NOUN_4_ADJ_d,F,S,la chaise près de moi est noire . <eos>,6,noire,noir,4,noire,-9.254658,noir,-9.811228,1
18,S_NOUN_4_ADJ_d,F,S,la chaise près de moi est délicate . <eos>,6,délicate,délicat,4,délicate,-11.084385,délicat,-13.237685,1
19,S_NOUN_4_ADJ_d,F,S,la chaise près de moi est pointue . <eos>,6,pointue,pointu,4,pointue,-12.19495,pointu,-14.619778,1
20,S_NOUN_4_ADJ_d,F,S,la chaise près de moi est ronde . <eos>,6,ronde,rond,4,ronde,-8.84351,rond,-10.867901,1
21,S_NOUN_4_ADJ_d,F,S,la chaise près de moi est froide . <eos>,6,froide,froid,4,froide,-11.268644,froid,-13.698191,1
22,S_NOUN_4_ADJ_d,F,S,la chaise près de moi est chaude . <eos>,6,chaude,chaud,4,chaude,-10.9318075,chaud,-13.239512,1
23,S_NOUN_4_ADJ_d,F,S,la chaise près de moi est importante . <eos>,6,importante,important,4,importante,-9.210716,important,-11.760408,1
24,S_NOUN_4_ADJ_d,F,S,la chaise près de moi est courte . <eos>,6,courte,court,4,courte,-8.911169,court,-10.388831,1
25,S_NOUN_4_ADJ_d,F,S,la chaise près de moi est dure . <eos>,6,dure,dur,4,dure,-11.465299,dur,-13.18133,1
26,S_NOUN_4_ADJ_d,F,S,la chaise près de moi est claire . <eos>,6,claire,clair,4,claire,-9.028659,clair,-10.86327,1
27,S_NOUN_4_ADJ_d,F,S,la chaise près de moi est intéressante . <eos>,6,intéressante,intéressant,4,intéressante,-8.874438,intéressant,-11.460849,1
28,S_NOUN_4_ADJ_d,F,S,la chaise près de moi est brillante . <eos>,6,brillante,brillant,4,brillante,-10.829502,brillant,-13.221579,1
29,S_NOUN_4_ADJ_d,F,S,la chaise près de moi est compliquée . <eos>,6,compliquée,compliqué,4,compliquée,-10.741378,compliqué,-11.782237,1
30,S_NOUN_4_ADJ_d,F,S,la poubelle près de moi est verte . <eos>,6,verte,vert,4,verte,-10.016448,vert,-9.787878,0
31,S_NOUN_4_ADJ_d,F,S,la poubelle près de moi est bleue . <eos>,6,bleue,bleu,4,bleue,-9.410566,bleu,-9.243396,0
32,S_NOUN_4_ADJ_d,F,S,la poubelle près de moi est noire . <eos>,6,noire,noir,4,noire,-9.716318,noir,-9.884272,1
33,S_NOUN_4_ADJ_d,F,S,la poubelle près de moi est délicate . <eos>,6,délicate,délicat,4,délicate,-11.555713,délicat,-14.549184,1
34,S_NOUN_4_ADJ_d,F,S,la poubelle près de moi est pointue . <eos>,6,pointue,pointu,4,pointue,-13.089822,pointu,-16.03527,1
35,S_NOUN_4_ADJ_d,F,S,la poubelle près de moi est ronde . <eos>,6,ronde,rond,4,ronde,-9.708029,rond,-11.924332,1
36,S_NOUN_4_ADJ_d,F,S,la poubelle près de moi est froide . <eos>,6,froide,froid,4,froide,-10.714256,froid,-13.863422,1
37,S_NOUN_4_ADJ_d,F,S,la poubelle près de moi est chaude . <eos>,6,chaude,chaud,4,chaude,-10.766426,chaud,-13.966055,1
38,S_NOUN_4_ADJ_d,F,S,la poubelle près de moi est importante . <eos>,6,importante,important,4,importante,-9.065382,important,-12.478746,1
39,S_NOUN_4_ADJ_d,F,S,la poubelle près de moi est courte . <eos>,6,courte,court,4,courte,-9.697657,court,-11.162089,1
40,S_NOUN_4_ADJ_d,F,S,la poubelle près de moi est dure . <eos>,6,dure,dur,4,dure,-12.137054,dur,-14.606407,1
41,S_NOUN_4_ADJ_d,F,S,la poubelle près de moi est claire . <eos>,6,claire,clair,4,claire,-9.752565,clair,-11.824519,1
