,Paradigm,Gen,Num,Sent,Eval,Corr,Wrong,Dist,Attr_Gen,Attr_Num,corr_word,corr_prob,wrong_word,wrong_prob,answer
0,P_NOUN_4_ADJ_c,F,P,les gemmes avec la gemme qui étaient ici sont vertes <eos>,9,vertes,verts,7,F,S,vertes,-7.109891,verts,-9.78622,1
1,P_NOUN_4_ADJ_c,F,P,les gemmes avec la gemme qui étaient ici sont bleues <eos>,9,bleues,bleus,7,F,S,bleues,-6.944632,bleus,-7.754493,1
2,P_NOUN_4_ADJ_c,F,P,les gemmes avec la gemme qui étaient ici sont noires <eos>,9,noires,noirs,7,F,S,noires,-5.071122,noirs,-6.1056185,1
3,P_NOUN_4_ADJ_c,F,P,les gemmes avec la gemme qui étaient ici sont délicates <eos>,9,délicates,délicats,7,F,S,délicates,-12.890018,délicats,-13.141551,1
4,P_NOUN_4_ADJ_c,F,P,les gemmes avec la gemme qui étaient ici sont pointues <eos>,9,pointues,pointus,7,F,S,pointues,-9.269097,pointus,-11.777337,1
5,P_NOUN_4_ADJ_c,F,P,les gemmes avec la gemme qui étaient ici sont rondes <eos>,9,rondes,ronds,7,F,S,rondes,-10.50897,ronds,-10.91003,1
6,P_NOUN_4_ADJ_c,F,P,les gemmes avec la gemme qui étaient ici sont froides <eos>,9,froides,froids,7,F,S,froides,-8.720671,froids,-13.550833,1
7,P_NOUN_4_ADJ_c,F,P,les gemmes avec la gemme qui étaient ici sont chaudes <eos>,9,chaudes,chauds,7,F,S,chaudes,-10.7453575,chauds,-12.688721,1
8,P_NOUN_4_ADJ_c,F,P,les gemmes avec la gemme qui étaient ici sont importantes <eos>,9,importantes,importants,7,F,S,importantes,-8.945917,importants,-12.154012,1
9,P_NOUN_4_ADJ_c,F,P,les gemmes avec la gemme qui étaient ici sont courtes <eos>,9,courtes,courts,7,F,S,courtes,-10.053847,courts,-11.18374,1
10,P_NOUN_4_ADJ_c,F,P,les gemmes avec la gemme qui étaient ici sont dures <eos>,9,dures,durs,7,F,S,dures,-8.591866,durs,-10.929798,1
11,P_NOUN_4_ADJ_c,F,P,les gemmes avec la gemme qui étaient ici sont claires <eos>,9,claires,clairs,7,F,S,claires,-8.853706,clairs,-10.866728,1
12,P_NOUN_4_ADJ_c,F,P,les gemmes avec la gemme qui étaient ici sont intéressantes <eos>,9,intéressantes,intéressants,7,F,S,intéressantes,-10.335356,intéressants,-11.499313,1
13,P_NOUN_4_ADJ_c,F,P,les gemmes avec la gemme qui étaient ici sont brillantes <eos>,9,brillantes,brillants,7,F,S,brillantes,-8.185633,brillants,-10.54756,1
14,P_NOUN_4_ADJ_c,F,P,les gemmes avec la gemme qui étaient ici sont compliquées <eos>,9,compliquées,compliqués,7,F,S,compliquées,-13.437927,compliqués,-15.253592,1
15,P_NOUN_4_ADJ_c,F,P,les gemmes avec la chaise qui étaient ici sont vertes <eos>,9,vertes,verts,7,F,S,vertes,-8.571719,verts,-10.815857,1
16,P_NOUN_4_ADJ_c,F,P,les gemmes avec la chaise qui étaient ici sont bleues <eos>,9,bleues,bleus,7,F,S,bleues,-7.7760515,bleus,-8.585728,1
17,P_NOUN_4_ADJ_c,F,P,les gemmes avec la chaise qui étaient ici sont noires <eos>,9,noires,noirs,7,F,S,noires,-5.4080386,noirs,-6.7360673,1
18,P_NOUN_4_ADJ_c,F,P,les gemmes avec la chaise qui étaient ici sont délicates <eos>,9,délicates,délicats,7,F,S,délicates,-13.493487,délicats,-13.1492815,0
19,P_NOUN_4_ADJ_c,F,P,les gemmes avec la chaise qui étaient ici sont pointues <eos>,9,pointues,pointus,7,F,S,pointues,-9.393336,pointus,-12.08084,1
20,P_NOUN_4_ADJ_c,F,P,les gemmes avec la chaise qui étaient ici sont rondes <eos>,9,rondes,ronds,7,F,S,rondes,-9.590265,ronds,-10.247311,1
21,P_NOUN_4_ADJ_c,F,P,les gemmes avec la chaise qui étaient ici sont froides <eos>,9,froides,froids,7,F,S,froides,-8.775368,froids,-13.625597,1
22,P_NOUN_4_ADJ_c,F,P,les gemmes avec la chaise qui étaient ici sont chaudes <eos>,9,chaudes,chauds,7,F,S,chaudes,-10.80887,chauds,-12.936202,1
23,P_NOUN_4_ADJ_c,F,P,les gemmes avec la chaise qui étaient ici sont importantes <eos>,9,importantes,importants,7,F,S,importantes,-8.908622,importants,-11.816264,1
24,P_NOUN_4_ADJ_c,F,P,les gemmes avec la chaise qui étaient ici sont courtes <eos>,9,courtes,courts,7,F,S,courtes,-9.458868,courts,-10.147974,1
25,P_NOUN_4_ADJ_c,F,P,les gemmes avec la chaise qui étaient ici sont dures <eos>,9,dures,durs,7,F,S,dures,-9.88893,durs,-11.165495,1
26,P_NOUN_4_ADJ_c,F,P,les gemmes avec la chaise qui étaient ici sont claires <eos>,9,claires,clairs,7,F,S,claires,-9.337589,clairs,-11.247934,1
27,P_NOUN_4_ADJ_c,F,P,les gemmes avec la chaise qui étaient ici sont intéressantes <eos>,9,intéressantes,intéressants,7,F,S,intéressantes,-10.555785,intéressants,-11.438939,1
28,P_NOUN_4_ADJ_c,F,P,les gemmes avec la chaise qui étaient ici sont brillantes <eos>,9,brillantes,brillants,7,F,S,brillantes,-9.510273,brillants,-11.431701,1
29,P_NOUN_4_ADJ_c,F,P,les gemmes avec la chaise qui étaient ici sont compliquées <eos>,9,compliquées,compliqués,7,F,S,compliquées,-13.060817,compliqués,-14.070639,1
30,P_NOUN_4_ADJ_c,F,P,les gemmes avec la poubelle qui étaient ici sont vertes <eos>,9,vertes,verts,7,F,S,vertes,-7.877344,verts,-9.870327,1
31,P_NOUN_4_ADJ_c,F,P,les gemmes avec la poubelle qui étaient ici sont bleues <eos>,9,bleues,bleus,7,F,S,bleues,-7.383144,bleus,-8.790666,1
32,P_NOUN_4_ADJ_c,F,P,les gemmes avec la poubelle qui étaient ici sont noires <eos>,9,noires,noirs,7,F,S,noires,-5.49128,noirs,-7.1215177,1
33,P_NOUN_4_ADJ_c,F,P,les gemmes avec la poubelle qui étaient ici sont délicates <eos>,9,délicates,délicats,7,F,S,délicates,-12.7997465,délicats,-13.046757,1
34,P_NOUN_4_ADJ_c,F,P,les gemmes avec la poubelle qui étaient ici sont pointues <eos>,9,pointues,pointus,7,F,S,pointues,-10.126362,pointus,-12.63697,1
35,P_NOUN_4_ADJ_c,F,P,les gemmes avec la poubelle qui étaient ici sont rondes <eos>,9,rondes,ronds,7,F,S,rondes,-10.794411,ronds,-11.175284,1
36,P_NOUN_4_ADJ_c,F,P,les gemmes avec la poubelle qui étaient ici sont froides <eos>,9,froides,froids,7,F,S,froides,-8.209007,froids,-13.301694,1
37,P_NOUN_4_ADJ_c,F,P,les gemmes avec la poubelle qui étaient ici sont chaudes <eos>,9,chaudes,chauds,7,F,S,chaudes,-10.017662,chauds,-12.659774,1
38,P_NOUN_4_ADJ_c,F,P,les gemmes avec la poubelle qui étaient ici sont importantes <eos>,9,importantes,importants,7,F,S,importantes,-8.536125,importants,-11.92137,1
39,P_NOUN_4_ADJ_c,F,P,les gemmes avec la poubelle qui étaient ici sont courtes <eos>,9,courtes,courts,7,F,S,courtes,-9.882662,courts,-11.0109005,1
40,P_NOUN_4_ADJ_c,F,P,les gemmes avec la poubelle qui étaient ici sont dures <eos>,9,dures,durs,7,F,S,dures,-9.26635,durs,-11.406923,1
41,P_NOUN_4_ADJ_c,F,P,les gemmes avec la poubelle qui étaient ici sont claires <eos>,9,claires,clairs,7,F,S,claires,-8.687016,clairs,-11.373374,1
42,P_NOUN_4_ADJ_c,F,P,les gemmes avec la poubelle qui étaient ici sont intéressantes <eos>,9,intéressantes,intéressants,7,F,S,intéressantes,-9.670627,intéressants,-10.849336,1
43,P_NOUN_4_ADJ_c,F,P,les gemmes avec la poubelle qui étaient ici sont brillantes <eos>,9,brillantes,brillants,7,F,S,brillantes,-9.691355,brillants,-11.371744,1
44,P_NOUN_4_ADJ_c,F,P,les gemmes avec la poubelle qui étaient ici sont compliquées <eos>,9,compliquées,compliqués,7,F,S,compliquées,-13.380929,compliqués,-15.319718,1
45,P_NOUN_4_ADJ_c,F,P,les gemmes avec la chemise qui étaient ici sont vertes <eos>,9,vertes,verts,7,F,S,vertes,-7.2192717,verts,-9.428647,1
46,P_NOUN_4_ADJ_c,F,P,les gemmes avec la chemise qui étaient ici sont bleues <eos>,9,bleues,bleus,7,F,S,bleues,-6.5822515,bleus,-7.0860186,1
47,P_NOUN_4_ADJ_c,F,P,les gemmes avec la chemise qui étaient ici sont noires <eos>,9,noires,noirs,7,F,S,noires,-4.5582647,noirs,-5.593978,1
48,P_NOUN_4_ADJ_c,F,P,les gemmes avec la chemise qui étaient ici sont délicates <eos>,9,délicates,délicats,7,F,S,délicates,-12.370949,délicats,-13.004421,1
49,P_NOUN_4_ADJ_c,F,P,les gemmes avec la chemise qui étaient ici sont pointues <eos>,9,pointues,pointus,7,F,S,pointues,-9.297476,pointus,-11.756158,1
50,P_NOUN_4_ADJ_c,F,P,les gemmes avec la chemise qui étaient ici sont rondes <eos>,9,rondes,ronds,7,F,S,rondes,-9.969023,ronds,-10.529324,1
51,P_NOUN_4_ADJ_c,F,P,les gemmes avec la chemise qui étaient ici sont froides <eos>,9,froides,froids,7,F,S,froides,-8.423112,froids,-12.762716,1
52,P_NOUN_4_ADJ_c,F,P,les gemmes avec la chemise qui étaient ici sont chaudes <eos>,9,chaudes,chauds,7,F,S,chaudes,-10.494847,chauds,-12.101282,1
53,P_NOUN_4_ADJ_c,F,P,les gemmes avec la chemise qui étaient ici sont importantes <eos>,9,importantes,importants,7,F,S,importantes,-8.768038,importants,-11.891402,1
54,P_NOUN_4_ADJ_c,F,P,les gemmes avec la chemise qui étaient ici sont courtes <eos>,9,courtes,courts,7,F,S,courtes,-9.288364,courts,-10.14356,1
55,P_NOUN_4_ADJ_c,F,P,les gemmes avec la chemise qui étaient ici sont dures <eos>,9,dures,durs,7,F,S,dures,-8.71957,durs,-10.305841,1
56,P_NOUN_4_ADJ_c,F,P,les gemmes avec la chemise qui étaient ici sont claires <eos>,9,claires,clairs,7,F,S,claires,-8.045902,clairs,-9.867172,1
57,P_NOUN_4_ADJ_c,F,P,les gemmes avec la chemise qui étaient ici sont intéressantes <eos>,9,intéressantes,intéressants,7,F,S,intéressantes,-10.791483,intéressants,-11.616583,1
58,P_NOUN_4_ADJ_c,F,P,les gemmes avec la chemise qui étaient ici sont brillantes <eos>,9,brillantes,brillants,7,F,S,brillantes,-8.280802,brillants,-10.085894,1
59,P_NOUN_4_ADJ_c,F,P,les gemmes avec la chemise qui étaient ici sont compliquées <eos>,9,compliquées,compliqués,7,F,S,compliquées,-13.26939,compliqués,-14.688349,1
60,P_NOUN_4_ADJ_c,F,P,les gemmes avec la recette qui étaient ici sont vertes <eos>,9,vertes,verts,7,F,S,vertes,-8.934946,verts,-11.686681,1
61,P_NOUN_4_ADJ_c,F,P,les gemmes avec la recette qui étaient ici sont bleues <eos>,9,bleues,bleus,7,F,S,bleues,-8.64996,bleus,-10.615671,1
62,P_NOUN_4_ADJ_c,F,P,les gemmes avec la recette qui étaient ici sont noires <eos>,9,noires,noirs,7,F,S,noires,-6.963516,noirs,-8.586366,1
63,P_NOUN_4_ADJ_c,F,P,les gemmes avec la recette qui étaient ici sont délicates <eos>,9,délicates,délicats,7,F,S,délicates,-11.940791,délicats,-13.132489,1
