,Paradigm,Gen,Num,Sent,Eval,Corr,Wrong,Dist,Attr_Gen,Attr_Num,corr_word,corr_prob,wrong_word,wrong_prob,answer
0,S_NOUN_5_PASS_b,F,S,la gemme avec les gemmes qui était ici est probablement achetée <eos>,10,achetée,acheté,8,F,P,achetée,-10.206889,acheté,-10.1789255,0
1,S_NOUN_5_PASS_b,F,S,la gemme avec les gemmes qui était ici est probablement brisée <eos>,10,brisée,brisé,8,F,P,brisée,-8.401157,brisé,-12.07009,1
2,S_NOUN_5_PASS_b,F,S,la gemme avec les gemmes qui était ici est probablement cachée <eos>,10,cachée,caché,8,F,P,cachée,-6.8640995,caché,-8.211744,1
3,S_NOUN_5_PASS_b,F,S,la gemme avec les gemmes qui était ici est probablement cassée <eos>,10,cassée,cassé,8,F,P,cassée,-9.568926,cassé,-9.964963,1
4,S_NOUN_5_PASS_b,F,S,la gemme avec les gemmes qui était ici est probablement couverte <eos>,10,couverte,couvert,8,F,P,couverte,-7.0347233,couvert,-10.109002,1
5,S_NOUN_5_PASS_b,F,S,la gemme avec les gemmes qui était ici est probablement déformée <eos>,10,déformée,déformé,8,F,P,déformée,-10.632021,déformé,-11.524493,1
6,S_NOUN_5_PASS_b,F,S,la gemme avec les gemmes qui était ici est probablement fixée <eos>,10,fixée,fixé,8,F,P,fixée,-9.112288,fixé,-10.324477,1
7,S_NOUN_5_PASS_b,F,S,la gemme avec les gemmes qui était ici est probablement jetée <eos>,10,jetée,jeté,8,F,P,jetée,-8.938407,jeté,-10.629353,1
8,S_NOUN_5_PASS_b,F,S,la gemme avec les gemmes qui était ici est probablement laissée <eos>,10,laissée,laissé,8,F,P,laissée,-8.178161,laissé,-9.867303,1
9,S_NOUN_5_PASS_b,F,S,la gemme avec les gemmes qui était ici est probablement ouverte <eos>,10,ouverte,ouvert,8,F,P,ouverte,-9.6719675,ouvert,-12.1130295,1
10,S_NOUN_5_PASS_b,F,S,la gemme avec les gemmes qui était ici est probablement perdue <eos>,10,perdue,perdu,8,F,P,perdue,-6.7802773,perdu,-9.575359,1
11,S_NOUN_5_PASS_b,F,S,la gemme avec les gemmes qui était ici est probablement réparée <eos>,10,réparée,réparé,8,F,P,réparée,-11.534343,réparé,-12.859397,1
12,S_NOUN_5_PASS_b,F,S,la gemme avec les gemmes qui était ici est probablement retirée <eos>,10,retirée,retiré,8,F,P,retirée,-9.557358,retiré,-11.687345,1
13,S_NOUN_5_PASS_b,F,S,la gemme avec les gemmes qui était ici est probablement tombée <eos>,10,tombée,tombé,8,F,P,tombée,-8.539231,tombé,-9.211316,1
14,S_NOUN_5_PASS_b,F,S,la gemme avec les gemmes qui était ici est probablement utilisée <eos>,10,utilisée,utilisé,8,F,P,utilisée,-4.847239,utilisé,-7.1031823,1
15,S_NOUN_5_PASS_b,F,S,la gemme avec les chaises qui était ici est probablement achetée <eos>,10,achetée,acheté,8,F,P,achetée,-10.281193,acheté,-11.647561,1
16,S_NOUN_5_PASS_b,F,S,la gemme avec les chaises qui était ici est probablement brisée <eos>,10,brisée,brisé,8,F,P,brisée,-8.927477,brisé,-12.55851,1
