,Paradigm,Model,Percent_Corr
0,S_NOUN_4_PASS_a,m650_init2483,1.0
0,S_NOUN_9_PASS_a,m650_init2483,1.0
0,S_NOUN_6_PASS_a,m650_init2483,1.0
0,S_NOUN_2_PASS_b,m650_init2483,0.9996491228070176
0,S_NOUN_6_PASS_b,m650_init2483,0.9999122807017544
0,S_NOUN_4_PASS_b,m650_init2483,1.0
0,S_NOUN_8_PASS_a,m650_init2483,1.0
0,S_NOUN_8_PASS_b,m650_init2483,1.0
0,S_NOUN_10_PASS_a,m650_init2483,1.0
0,S_NOUN_1_PASS_a,m650_init2483,0.9970175438596491
0,S_NOUN_4_PASS_c,m650_init2483,0.9999122807017544
0,S_NOUN_1_PASS_b,m650_init2483,0.9986842105263158
0,S_NOUN_4_PASS_d,m650_init2483,1.0
0,S_NOUN_8_PASS_c,m650_init2483,1.0
0,S_NOUN_11_PASS_b,m650_init2483,1.0
0,S_NOUN_7_PASS_b,m650_init2483,1.0
0,S_NOUN_7_PASS_a,m650_init2483,0.9975438596491228
0,S_NOUN_5_PASS_a,m650_init2483,1.0
0,S_NOUN_5_PASS_b,m650_init2483,1.0
0,S_NOUN_10_PASS_b,m650_init2483,1.0
0,S_NOUN_11_PASS_a,m650_init2483,1.0
0,S_NOUN_5_PASS_c,m650_init2483,1.0
0,S_NOUN_6_PASS_c,m650_init2483,1.0
0,S_NOUN_2_PASS_a,m650_init2483,1.0
0,S_NOUN_9_PASS_b,m650_init2483,1.0
0,S_NOUN_3_PASS_b,m650_init2483,0.9998245614035087
0,S_NOUN_7_PASS_c,m650_init2483,0.9999122807017544
0,S_NOUN_3_PASS_a,m650_init2483,1.0
S_NOUN_4_PASS_a,m650_init2483,1.0
S_NOUN_9_PASS_a,m650_init2483,1.0
S_NOUN_6_PASS_a,m650_init2483,1.0
S_NOUN_2_PASS_b,m650_init2483,0.9996491228070176
S_NOUN_6_PASS_b,m650_init2483,0.9999122807017544
S_NOUN_4_PASS_b,m650_init2483,1.0
S_NOUN_8_PASS_a,m650_init2483,1.0
S_NOUN_8_PASS_b,m650_init2483,1.0
S_NOUN_10_PASS_a,m650_init2483,1.0
S_NOUN_1_PASS_a,m650_init2483,0.9970175438596491
S_NOUN_4_PASS_c,m650_init2483,0.9999122807017544
S_NOUN_1_PASS_b,m650_init2483,0.9986842105263158
S_NOUN_4_PASS_d,m650_init2483,1.0
S_NOUN_8_PASS_c,m650_init2483,1.0
S_NOUN_11_PASS_b,m650_init2483,1.0
S_NOUN_7_PASS_b,m650_init2483,1.0
S_NOUN_7_PASS_a,m650_init2483,0.9975438596491228
S_NOUN_5_PASS_a,m650_init2483,1.0
S_NOUN_5_PASS_b,m650_init2483,1.0
S_NOUN_10_PASS_b,m650_init2483,1.0
S_NOUN_11_PASS_a,m650_init2483,1.0
S_NOUN_5_PASS_c,m650_init2483,1.0
S_NOUN_6_PASS_c,m650_init2483,1.0
S_NOUN_2_PASS_a,m650_init2483,1.0
S_NOUN_9_PASS_b,m650_init2483,1.0
S_NOUN_3_PASS_b,m650_init2483,0.9998245614035087
S_NOUN_7_PASS_c,m650_init2483,0.9999122807017544
S_NOUN_3_PASS_a,m650_init2483,1.0
S_NOUN_4_PASS_a,m650_init1571,1.0
S_NOUN_9_PASS_a,m650_init1571,1.0
S_NOUN_6_PASS_a,m650_init1571,0.9976315789473684
S_NOUN_2_PASS_b,m650_init1571,0.9999122807017544
S_NOUN_6_PASS_b,m650_init1571,0.9997368421052631
S_NOUN_4_PASS_b,m650_init1571,0.9997368421052631
S_NOUN_8_PASS_a,m650_init1571,0.9996491228070176
S_NOUN_8_PASS_b,m650_init1571,1.0
S_NOUN_10_PASS_a,m650_init1571,1.0
S_NOUN_1_PASS_a,m650_init1571,0.9994736842105263
S_NOUN_4_PASS_c,m650_init1571,0.9994736842105263
S_NOUN_1_PASS_b,m650_init1571,0.999561403508772
S_NOUN_4_PASS_d,m650_init1571,1.0
S_NOUN_8_PASS_c,m650_init1571,0.9996491228070176
S_NOUN_11_PASS_b,m650_init1571,0.9999122807017544
S_NOUN_7_PASS_b,m650_init1571,0.9999122807017544
S_NOUN_7_PASS_a,m650_init1571,1.0
S_NOUN_5_PASS_a,m650_init1571,0.9999122807017544
S_NOUN_5_PASS_b,m650_init1571,0.9997368421052631
S_NOUN_10_PASS_b,m650_init1571,1.0
S_NOUN_11_PASS_a,m650_init1571,1.0
S_NOUN_5_PASS_c,m650_init1571,1.0
S_NOUN_6_PASS_c,m650_init1571,0.9997368421052631
S_NOUN_2_PASS_a,m650_init1571,1.0
S_NOUN_9_PASS_b,m650_init1571,1.0
S_NOUN_3_PASS_b,m650_init1571,0.9999122807017544
S_NOUN_7_PASS_c,m650_init1571,1.0
S_NOUN_3_PASS_a,m650_init1571,0.9998245614035087
S_NOUN_4_PASS_a,m650_init680,0.9999122807017544
S_NOUN_9_PASS_a,m650_init680,1.0
S_NOUN_6_PASS_a,m650_init680,1.0
S_NOUN_2_PASS_b,m650_init680,1.0
S_NOUN_6_PASS_b,m650_init680,0.9999122807017544
S_NOUN_4_PASS_b,m650_init680,0.9983333333333333
S_NOUN_8_PASS_a,m650_init680,1.0
S_NOUN_8_PASS_b,m650_init680,1.0
S_NOUN_10_PASS_a,m650_init680,1.0
S_NOUN_1_PASS_a,m650_init680,0.9997368421052631
S_NOUN_4_PASS_c,m650_init680,0.9998245614035087
S_NOUN_1_PASS_b,m650_init680,1.0
S_NOUN_4_PASS_d,m650_init680,0.9987719298245614
S_NOUN_8_PASS_c,m650_init680,1.0
S_NOUN_11_PASS_b,m650_init680,1.0
S_NOUN_7_PASS_b,m650_init680,1.0
S_NOUN_7_PASS_a,m650_init680,1.0
S_NOUN_5_PASS_a,m650_init680,1.0
S_NOUN_5_PASS_b,m650_init680,1.0
S_NOUN_10_PASS_b,m650_init680,1.0
S_NOUN_11_PASS_a,m650_init680,1.0
S_NOUN_5_PASS_c,m650_init680,1.0
S_NOUN_6_PASS_c,m650_init680,1.0
S_NOUN_2_PASS_a,m650_init680,1.0
S_NOUN_9_PASS_b,m650_init680,1.0
S_NOUN_3_PASS_b,m650_init680,1.0
S_NOUN_7_PASS_c,m650_init680,1.0
S_NOUN_3_PASS_a,m650_init680,1.0
S_NOUN_4_PASS_a,m650_init528,1.0
S_NOUN_9_PASS_a,m650_init528,1.0
S_NOUN_6_PASS_a,m650_init528,0.9998245614035087
S_NOUN_2_PASS_b,m650_init528,0.9996491228070176
S_NOUN_6_PASS_b,m650_init528,0.9994736842105263
S_NOUN_4_PASS_b,m650_init528,0.9978070175438597
S_NOUN_8_PASS_a,m650_init528,1.0
S_NOUN_8_PASS_b,m650_init528,1.0
S_NOUN_10_PASS_a,m650_init528,1.0
S_NOUN_1_PASS_a,m650_init528,0.9990350877192983
S_NOUN_4_PASS_c,m650_init528,0.9997368421052631
S_NOUN_1_PASS_b,m650_init528,0.9998245614035087
S_NOUN_4_PASS_d,m650_init528,0.9998245614035087
S_NOUN_8_PASS_c,m650_init528,1.0
S_NOUN_11_PASS_b,m650_init528,1.0
S_NOUN_7_PASS_b,m650_init528,1.0
S_NOUN_7_PASS_a,m650_init528,0.9999122807017544
S_NOUN_5_PASS_a,m650_init528,1.0
S_NOUN_5_PASS_b,m650_init528,0.9997368421052631
S_NOUN_10_PASS_b,m650_init528,1.0
S_NOUN_11_PASS_a,m650_init528,1.0
S_NOUN_5_PASS_c,m650_init528,1.0
S_NOUN_6_PASS_c,m650_init528,1.0
S_NOUN_2_PASS_a,m650_init528,0.999561403508772
S_NOUN_9_PASS_b,m650_init528,1.0
S_NOUN_3_PASS_b,m650_init528,1.0
S_NOUN_7_PASS_c,m650_init528,1.0
S_NOUN_3_PASS_a,m650_init528,0.9999122807017544
S_NOUN_4_PASS_a,m650_init704,1.0
S_NOUN_9_PASS_a,m650_init704,1.0
S_NOUN_6_PASS_a,m650_init704,0.998859649122807
S_NOUN_2_PASS_b,m650_init704,1.0
S_NOUN_6_PASS_b,m650_init704,0.9992105263157894
S_NOUN_4_PASS_b,m650_init704,1.0
S_NOUN_8_PASS_a,m650_init704,1.0
S_NOUN_8_PASS_b,m650_init704,1.0
S_NOUN_10_PASS_a,m650_init704,0.9997368421052631
S_NOUN_1_PASS_a,m650_init704,0.9993859649122807
S_NOUN_4_PASS_c,m650_init704,1.0
S_NOUN_1_PASS_b,m650_init704,0.9998245614035087
S_NOUN_4_PASS_d,m650_init704,1.0
S_NOUN_8_PASS_c,m650_init704,0.9998245614035087
S_NOUN_11_PASS_b,m650_init704,1.0
S_NOUN_7_PASS_b,m650_init704,1.0
S_NOUN_7_PASS_a,m650_init704,1.0
