,Paradigm,Gen,Num,Sent,Eval,Corr,Wrong,Dist,corr_word,corr_prob,wrong_word,wrong_prob,answer
0,P_NOUN_7_PASS_a,F,P,les gemmes qui étaient là depuis hier sont aussi achetées . <eos>,9,achetées,achetés,7,achetées,-8.798045,achetés,-10.6695385,1
1,P_NOUN_7_PASS_a,F,P,les gemmes qui étaient là depuis hier sont aussi brisées . <eos>,9,brisées,brisés,7,brisées,-10.927966,brisés,-14.437798,1
2,P_NOUN_7_PASS_a,F,P,les gemmes qui étaient là depuis hier sont aussi cachées . <eos>,9,cachées,cachés,7,cachées,-7.6340547,cachés,-11.14553,1
3,P_NOUN_7_PASS_a,F,P,les gemmes qui étaient là depuis hier sont aussi cassées . <eos>,9,cassées,cassés,7,cassées,-11.289629,cassés,-13.02816,1
4,P_NOUN_7_PASS_a,F,P,les gemmes qui étaient là depuis hier sont aussi couvertes . <eos>,9,couvertes,couverts,7,couvertes,-8.285797,couverts,-10.94656,1
5,P_NOUN_7_PASS_a,F,P,les gemmes qui étaient là depuis hier sont aussi déformées . <eos>,9,déformées,déformés,7,déformées,-9.181613,déformés,-12.65471,1
6,P_NOUN_7_PASS_a,F,P,les gemmes qui étaient là depuis hier sont aussi fixées . <eos>,9,fixées,fixés,7,fixées,-9.607913,fixés,-13.055339,1
7,P_NOUN_7_PASS_a,F,P,les gemmes qui étaient là depuis hier sont aussi jetées . <eos>,9,jetées,jetés,7,jetées,-9.097083,jetés,-13.111893,1
8,P_NOUN_7_PASS_a,F,P,les gemmes qui étaient là depuis hier sont aussi laissées . <eos>,9,laissées,laissés,7,laissées,-9.261581,laissés,-11.422552,1
9,P_NOUN_7_PASS_a,F,P,les gemmes qui étaient là depuis hier sont aussi ouvertes . <eos>,9,ouvertes,ouverts,7,ouvertes,-8.46262,ouverts,-12.028864,1
10,P_NOUN_7_PASS_a,F,P,les gemmes qui étaient là depuis hier sont aussi perdues . <eos>,9,perdues,perdus,7,perdues,-8.362963,perdus,-11.835304,1
11,P_NOUN_7_PASS_a,F,P,les gemmes qui étaient là depuis hier sont aussi réparées . <eos>,9,réparées,réparés,7,réparées,-12.19372,réparés,-16.17477,1
12,P_NOUN_7_PASS_a,F,P,les gemmes qui étaient là depuis hier sont aussi retirées . <eos>,9,retirées,retirés,7,retirées,-8.973795,retirés,-11.38955,1
13,P_NOUN_7_PASS_a,F,P,les gemmes qui étaient là depuis hier sont aussi tombées . <eos>,9,tombées,tombés,7,tombées,-8.957396,tombés,-10.767626,1
14,P_NOUN_7_PASS_a,F,P,les gemmes qui étaient là depuis hier sont aussi utilisées . <eos>,9,utilisées,utilisés,7,utilisées,-4.0139675,utilisés,-7.0422707,1
15,P_NOUN_7_PASS_a,F,P,les chaises qui étaient là depuis hier sont aussi achetées . <eos>,9,achetées,achetés,7,achetées,-8.528951,achetés,-11.08574,1
