,Paradigm,Gen,Num,Sent,Eval,Corr,Wrong,Dist,corr_word,corr_prob,wrong_word,wrong_prob,answer
0,S_NOUN_10_ADJ_b,F,S,la gemme qui était près de moi hier est plus ou moins verte . <eos>,12,verte,vert,10,verte,-5.79925,vert,-8.52267,1
1,S_NOUN_10_ADJ_b,F,S,la gemme qui était près de moi hier est plus ou moins bleue . <eos>,12,bleue,bleu,10,bleue,-6.9408264,bleu,-7.8601637,1
2,S_NOUN_10_ADJ_b,F,S,la gemme qui était près de moi hier est plus ou moins noire . <eos>,12,noire,noir,10,noire,-7.4471245,noir,-8.334685,1
3,S_NOUN_10_ADJ_b,F,S,la gemme qui était près de moi hier est plus ou moins délicate . <eos>,12,délicate,délicat,10,délicate,-9.216907,délicat,-12.109115,1
4,S_NOUN_10_ADJ_b,F,S,la gemme qui était près de moi hier est plus ou moins pointue . <eos>,12,pointue,pointu,10,pointue,-8.952382,pointu,-11.766417,1
5,S_NOUN_10_ADJ_b,F,S,la gemme qui était près de moi hier est plus ou moins ronde . <eos>,12,ronde,rond,10,ronde,-7.339728,rond,-8.291493,1
6,S_NOUN_10_ADJ_b,F,S,la gemme qui était près de moi hier est plus ou moins froide . <eos>,12,froide,froid,10,froide,-9.006053,froid,-9.320908,1
7,S_NOUN_10_ADJ_b,F,S,la gemme qui était près de moi hier est plus ou moins chaude . <eos>,12,chaude,chaud,10,chaude,-7.8519096,chaud,-8.880313,1
8,S_NOUN_10_ADJ_b,F,S,la gemme qui était près de moi hier est plus ou moins importante . <eos>,12,importante,important,10,importante,-5.29924,important,-9.049924,1
9,S_NOUN_10_ADJ_b,F,S,la gemme qui était près de moi hier est plus ou moins courte . <eos>,12,courte,court,10,courte,-6.8791895,court,-9.959028,1
10,S_NOUN_10_ADJ_b,F,S,la gemme qui était près de moi hier est plus ou moins dure . <eos>,12,dure,dur,10,dure,-8.548868,dur,-9.102325,1
11,S_NOUN_10_ADJ_b,F,S,la gemme qui était près de moi hier est plus ou moins claire . <eos>,12,claire,clair,10,claire,-5.7653155,clair,-6.393455,1
12,S_NOUN_10_ADJ_b,F,S,la gemme qui était près de moi hier est plus ou moins intéressante . <eos>,12,intéressante,intéressant,10,intéressante,-6.6047244,intéressant,-9.045233,1
13,S_NOUN_10_ADJ_b,F,S,la gemme qui était près de moi hier est plus ou moins brillante . <eos>,12,brillante,brillant,10,brillante,-7.045309,brillant,-8.543845,1
14,S_NOUN_10_ADJ_b,F,S,la gemme qui était près de moi hier est plus ou moins compliquée . <eos>,12,compliquée,compliqué,10,compliquée,-9.171341,compliqué,-10.928011,1
15,S_NOUN_10_ADJ_b,F,S,la chaise qui était près de moi hier est plus ou moins verte . <eos>,12,verte,vert,10,verte,-7.7396502,vert,-10.034264,1
16,S_NOUN_10_ADJ_b,F,S,la chaise qui était près de moi hier est plus ou moins bleue . <eos>,12,bleue,bleu,10,bleue,-9.296642,bleu,-9.874461,1
17,S_NOUN_10_ADJ_b,F,S,la chaise qui était près de moi hier est plus ou moins noire . <eos>,12,noire,noir,10,noire,-9.1422205,noir,-9.30636,1
18,S_NOUN_10_ADJ_b,F,S,la chaise qui était près de moi hier est plus ou moins délicate . <eos>,12,délicate,délicat,10,délicate,-9.360899,délicat,-11.63649,1
19,S_NOUN_10_ADJ_b,F,S,la chaise qui était près de moi hier est plus ou moins pointue . <eos>,12,pointue,pointu,10,pointue,-9.939279,pointu,-12.40049,1
20,S_NOUN_10_ADJ_b,F,S,la chaise qui était près de moi hier est plus ou moins ronde . <eos>,12,ronde,rond,10,ronde,-8.089119,rond,-10.039136,1
21,S_NOUN_10_ADJ_b,F,S,la chaise qui était près de moi hier est plus ou moins froide . <eos>,12,froide,froid,10,froide,-9.091736,froid,-9.62065,1
22,S_NOUN_10_ADJ_b,F,S,la chaise qui était près de moi hier est plus ou moins chaude . <eos>,12,chaude,chaud,10,chaude,-8.166933,chaud,-9.137756,1
23,S_NOUN_10_ADJ_b,F,S,la chaise qui était près de moi hier est plus ou moins importante . <eos>,12,importante,important,10,importante,-5.27646,important,-9.403723,1
24,S_NOUN_10_ADJ_b,F,S,la chaise qui était près de moi hier est plus ou moins courte . <eos>,12,courte,court,10,courte,-7.0574956,court,-9.629736,1
25,S_NOUN_10_ADJ_b,F,S,la chaise qui était près de moi hier est plus ou moins dure . <eos>,12,dure,dur,10,dure,-7.4164042,dur,-9.528128,1
26,S_NOUN_10_ADJ_b,F,S,la chaise qui était près de moi hier est plus ou moins claire . <eos>,12,claire,clair,10,claire,-6.0217714,clair,-7.058834,1
27,S_NOUN_10_ADJ_b,F,S,la chaise qui était près de moi hier est plus ou moins intéressante . <eos>,12,intéressante,intéressant,10,intéressante,-6.3760395,intéressant,-9.323531,1
28,S_NOUN_10_ADJ_b,F,S,la chaise qui était près de moi hier est plus ou moins brillante . <eos>,12,brillante,brillant,10,brillante,-7.8680973,brillant,-10.525114,1
29,S_NOUN_10_ADJ_b,F,S,la chaise qui était près de moi hier est plus ou moins compliquée . <eos>,12,compliquée,compliqué,10,compliquée,-8.665403,compliqué,-10.524515,1
30,S_NOUN_10_ADJ_b,F,S,la poubelle qui était près de moi hier est plus ou moins verte . <eos>,12,verte,vert,10,verte,-7.4286203,vert,-9.808683,1
