,Paradigm,Gen,Num,Sent,Eval,Corr,Wrong,Dist,Attr_Gen,corr_word,corr_prob,wrong_word,wrong_prob,answer
0,S_NOUN_2_PASS_b,F,S,la gemme avec la chaise est aussi achetée <eos>,7,achetée,acheté,5,F,achetée,-9.311812,acheté,-10.737232,1
1,S_NOUN_2_PASS_b,F,S,la gemme avec la chaise est aussi brisée <eos>,7,brisée,brisé,5,F,brisée,-7.044597,brisé,-10.746645,1
2,S_NOUN_2_PASS_b,F,S,la gemme avec la chaise est aussi cachée <eos>,7,cachée,caché,5,F,cachée,-7.4280777,caché,-9.759493,1
3,S_NOUN_2_PASS_b,F,S,la gemme avec la chaise est aussi cassée <eos>,7,cassée,cassé,5,F,cassée,-7.2587533,cassé,-9.879286,1
4,S_NOUN_2_PASS_b,F,S,la gemme avec la chaise est aussi couverte <eos>,7,couverte,couvert,5,F,couverte,-5.5709586,couvert,-8.257311,1
5,S_NOUN_2_PASS_b,F,S,la gemme avec la chaise est aussi déformée <eos>,7,déformée,déformé,5,F,déformée,-8.182136,déformé,-11.787347,1
6,S_NOUN_2_PASS_b,F,S,la gemme avec la chaise est aussi fixée <eos>,7,fixée,fixé,5,F,fixée,-6.001862,fixé,-9.146044,1
7,S_NOUN_2_PASS_b,F,S,la gemme avec la chaise est aussi jetée <eos>,7,jetée,jeté,5,F,jetée,-8.315401,jeté,-10.423744,1
8,S_NOUN_2_PASS_b,F,S,la gemme avec la chaise est aussi laissée <eos>,7,laissée,laissé,5,F,laissée,-7.844741,laissé,-9.979879,1
9,S_NOUN_2_PASS_b,F,S,la gemme avec la chaise est aussi ouverte <eos>,7,ouverte,ouvert,5,F,ouverte,-6.1646523,ouvert,-9.209425,1
10,S_NOUN_2_PASS_b,F,S,la gemme avec la chaise est aussi perdue <eos>,7,perdue,perdu,5,F,perdue,-7.7606153,perdu,-9.624279,1
11,S_NOUN_2_PASS_b,F,S,la gemme avec la chaise est aussi réparée <eos>,7,réparée,réparé,5,F,réparée,-8.230109,réparé,-11.973563,1
12,S_NOUN_2_PASS_b,F,S,la gemme avec la chaise est aussi retirée <eos>,7,retirée,retiré,5,F,retirée,-7.9820404,retiré,-9.594473,1
13,S_NOUN_2_PASS_b,F,S,la gemme avec la chaise est aussi tombée <eos>,7,tombée,tombé,5,F,tombée,-7.6283846,tombé,-10.174485,1
14,S_NOUN_2_PASS_b,F,S,la gemme avec la chaise est aussi utilisée <eos>,7,utilisée,utilisé,5,F,utilisée,-2.9394872,utilisé,-5.6821766,1
15,S_NOUN_2_PASS_b,F,S,la gemme avec la poubelle est aussi achetée <eos>,7,achetée,acheté,5,F,achetée,-9.287928,acheté,-11.759211,1
16,S_NOUN_2_PASS_b,F,S,la gemme avec la poubelle est aussi brisée <eos>,7,brisée,brisé,5,F,brisée,-7.872392,brisé,-11.67288,1
17,S_NOUN_2_PASS_b,F,S,la gemme avec la poubelle est aussi cachée <eos>,7,cachée,caché,5,F,cachée,-7.7488403,caché,-9.867583,1
