,Paradigm,Gen,Num,Sent,Eval,Corr,Wrong,Dist,Attr_Gen,Attr_Num,corr_word,corr_prob,wrong_word,wrong_prob,answer
0,S_NOUN_2_PASS_a,F,S,la gemme avec les gemmes peut être achetée <eos>,7,achetée,acheté,5,F,P,achetée,-5.457712,acheté,-8.72695,1
1,S_NOUN_2_PASS_a,F,S,la gemme avec les gemmes peut être brisée <eos>,7,brisée,brisé,5,F,P,brisée,-5.610956,brisé,-11.312158,1
2,S_NOUN_2_PASS_a,F,S,la gemme avec les gemmes peut être cachée <eos>,7,cachée,caché,5,F,P,cachée,-7.354738,caché,-10.04887,1
3,S_NOUN_2_PASS_a,F,S,la gemme avec les gemmes peut être cassée <eos>,7,cassée,cassé,5,F,P,cassée,-7.784454,cassé,-11.512049,1
4,S_NOUN_2_PASS_a,F,S,la gemme avec les gemmes peut être couverte <eos>,7,couverte,couvert,5,F,P,couverte,-6.638485,couvert,-11.948203,1
5,S_NOUN_2_PASS_a,F,S,la gemme avec les gemmes peut être déformée <eos>,7,déformée,déformé,5,F,P,déformée,-7.5635767,déformé,-10.893605,1
6,S_NOUN_2_PASS_a,F,S,la gemme avec les gemmes peut être fixée <eos>,7,fixée,fixé,5,F,P,fixée,-6.2080555,fixé,-9.211669,1
7,S_NOUN_2_PASS_a,F,S,la gemme avec les gemmes peut être jetée <eos>,7,jetée,jeté,5,F,P,jetée,-6.9835215,jeté,-10.24707,1
8,S_NOUN_2_PASS_a,F,S,la gemme avec les gemmes peut être laissée <eos>,7,laissée,laissé,5,F,P,laissée,-7.205924,laissé,-9.852396,1
9,S_NOUN_2_PASS_a,F,S,la gemme avec les gemmes peut être ouverte <eos>,7,ouverte,ouvert,5,F,P,ouverte,-7.225418,ouvert,-11.401395,1
10,S_NOUN_2_PASS_a,F,S,la gemme avec les gemmes peut être perdue <eos>,7,perdue,perdu,5,F,P,perdue,-7.501113,perdu,-11.710791,1
11,S_NOUN_2_PASS_a,F,S,la gemme avec les gemmes peut être réparée <eos>,7,réparée,réparé,5,F,P,réparée,-9.053965,réparé,-12.3918085,1
